"FSC-A","SSC-A","Comp-APC-A","Comp-FITC-A","Comp-PE-Texas Red-A","Time"
119889,60661.8,4.62251,255.668,98.2965,3.52079
86208.1,35592.3,-5.56332,165.163,49.4776,3.53384
92668.3,50995.3,5.59337,304.319,123.153,3.5369
92202,34400.8,5.52973,234.898,88.2335,3.5588
55829.5,52988.7,7.17452,149.143,93.1026,3.57754
114921,52955.6,1.59402,297.009,112.278,3.59403
49252.2,56549.6,9.41395,207.506,92.0501,3.59616
98369.4,42818.3,-1.3018,271.996,112.082,3.60557
58766.7,61311,8.53496,171.259,167.629,3.61138
92734.7,65407.2,26.916,233.762,155.401,3.6136
59376.1,43275.3,3.07537,239.299,77.9563,3.62201
74781.8,74661.5,41.7076,288.565,156.638,3.62771
104468,45845.7,4.37692,225.235,85.3365,3.66226
108153,54838.4,7.20639,241.711,74.7246,3.66307
50510.3,62659.8,12.096,247.17,120.665,3.67204
60541.2,40726.1,-0.514839,194.588,87.3777,3.67301
89975,36133.1,5.53272,217.409,91.9843,3.67888
56669.2,35865.3,12.6656,196.017,64.9052,3.68498
93433,51477.2,1.1666,221.465,89.4182,3.68758
62330.3,56505.1,61.8753,140.074,137.079,3.68872
78091.1,89774.8,0.472568,382.159,182.619,3.69395
97509.9,62172.3,12.7653,333.053,128.91,3.70017
77764.7,73677.1,-0.514114,384.864,123.153,3.7184
56808.8,34612.5,2.63363,147.344,52.2158,3.71974
78472.7,35144.7,-1.0118,212.21,59.0947,3.72258
65008.9,74888.4,12.283,251.066,114.245,3.72541
90544.2,43807.3,-8.95035,252.624,62.7012,3.72702
50547.5,47425,42.7216,157.122,62.7012,3.74042
92019.5,43461.8,7.65611,290.607,107.818,3.74126
47333.4,38428.2,0.344886,108.888,65.0388,3.74146
68286.7,61748.9,41.7211,226.159,119.749,3.75482
40669.7,31157.3,-1.47685,128.684,38.6591,3.75492
69969.9,26653.1,-2.37841,147.776,81.7793,3.75878
88432.5,37912.1,11.1269,209.003,119.552,3.75995
114589,47703.9,-5.49862,254.748,111.951,3.76764
80554,66164.5,14.269,243.98,128.714,3.78145
131107,69064.4,11.4105,466.162,193.303,3.80222
137884,56973.2,-2.021,314.916,76.7693,3.81447
91058.4,52037.9,35.3621,260.974,115.032,3.81614
65152.8,54235.8,28.4299,277.077,130.545,3.82555
65765.9,32021.4,1.63044,191.159,77.6266,3.8336
80637.4,75955.8,-6.96927,371.465,116.408,3.83489
50009.2,62157.5,19.2009,146.481,55.9557,3.83909
53639.6,40406.9,0.115457,172.908,74.7246,3.86371
58582.5,53025.9,10.5512,246.744,179.767,3.86998
62594.4,40127.5,24.4848,170.757,83.5581,3.88018
97576.1,36963.3,6.86018,229.571,57.5586,3.8827
77617.3,79996.8,18.066,392.557,95.47,3.88435
68039.9,47803.3,-3.61612,259.913,64.5713,3.89229
97552.7,42817.5,16.5714,209.573,63.1019,3.90035
90034.1,35823.9,5.10819,232.342,104.733,3.90055
80699.7,38783.8,-1.203,222.675,66.3078,3.90064
74038.1,73695.8,19.8214,238.66,111.754,3.90247
81014.4,51570.1,-3.23323,260.832,91.3265,3.9027
63676.8,50230.7,19.135,231.915,168.538,3.91507
108010,73188.1,18.1853,379.73,134.074,3.92555
73937.4,28664.1,2.75428,166.167,106.637,3.9349
94287.3,86805.1,16.2688,305.372,162.038,3.93609
55383.3,53016.8,8.10002,179.212,121.451,3.94528
94941.6,53258.6,2.88093,323.956,176.523,3.96166
111303,71505,1.18438,345.627,127.864,3.96909
68750.5,42264.4,-8.11656,220.54,103.486,3.99439
50423.6,41980.1,-1.99127,120.888,81.9769,3.99579
88017.4,45975.4,8.59637,279.123,123.088,4.0092
93115.2,40923.8,1.74958,233.336,156.052,4.01086
38906.3,48929.3,18.8279,207.363,96.5876,4.01656
69133.4,30481.8,-0.963771,179.641,66.6417,4.02264
50257.1,54815.9,31.2208,181.574,95.0755,4.03505
72265,56327.1,37.1442,209.858,169.123,4.04333
84684.3,39431.5,-1.45768,209.716,74.6566,4.04655
75888.2,28023.8,-4.165,175.846,65.5731,4.04766
124955,55167.7,24.4653,317.02,112.934,4.04975
78024.2,42460.3,0.621034,204.653,63.703,4.05339
119553,77353.5,22.2746,381.673,241.629,4.05627
49686,58184.9,19.1554,310.848,75.3843,4.05703
119213,74059.6,-9.04141,346.953,152.145,4.0633
68436.4,32918.9,-0.696578,146.409,97.3763,4.06596
74198.6,83563.3,25.528,310.918,138.711,4.0701
65760.2,33013.3,-6.05,208.361,68.1779,4.09068
95365.5,54188.9,-6.64956,308.953,118.046,4.09194
51810,55962,18.5723,196.088,136.164,4.10133
53361.3,46248.7,-0.148559,219.615,55.2211,4.12675
97502.6,42739.3,8.36887,241.356,88.8259,4.14508
133663,67378.4,20.3579,392.28,98.3622,4.15483
66892.6,66269.7,28.2071,261.115,159.631,4.16122
104740,48303.1,10.702,329.206,164.184,4.16327
85090.2,92131.9,21.9401,306.987,171.785,4.16892
84575.4,65508.3,5.08147,289.973,110.77,4.17699
81625.6,32384.1,0.275909,188.943,54.4197,4.18824
69107.2,30347.3,-6.26848,214.489,62.5008,4.19955
88000.4,36364.5,16.8252,256.093,107.293,4.22635
77695.7,67674.9,145.099,249.154,196.796,4.22795
89388.3,50725.6,-4.7553,265.852,103.486,4.23375
125139,67994.3,6.04611,354.623,187.866,4.23626
93037.8,43257.7,18.0597,290.466,135.772,4.24955
63879.4,59824.6,-2.17402,280.885,129.76,4.25977
106131,84665.4,0.63449,350.371,90.5369,4.27991
74107.2,69184,14.9853,248.374,97.5078,4.28476
65954.8,62176.7,1.7231,228.434,90.4053,4.29572
83126.2,39069.1,11.5807,216.127,108.54,4.29791
58593.7,45469.7,22.272,129.262,50.6797,4.29891
100647,89926,5.36696,431.776,160.477,4.30408
46342,52761.4,12.8551,243.909,90.1421,4.30491
82389.8,32868.9,3.90338,193.445,85.9292,4.31148
83375.5,49298.5,-8.04938,227.439,53.3511,4.31441
101503,61056,16.2434,305.021,92.3133,4.31597
98955,42795.1,4.18249,293,104.274,4.32619
60319.2,29257.8,6.69592,164.804,30.3788,4.33211
112360,87252.9,-3.8021,477.786,213.777,4.33334
106005,92009.8,16.835,651.126,194.144,4.3345
91203.5,37579,-7.27789,213.35,113.917,4.33503
74701.7,46743.8,11.8849,269.242,93.1026,4.34577
63625.7,44935.2,24.4438,183.864,70.7827,4.35055
37412.4,48161,20.5559,165.235,87.1143,4.35957
63582.2,55089.5,19.158,220.825,202.613,4.36239
76223.9,36143.4,16.6315,246.886,134.139,4.3672
121681,51103.1,-0.674722,354.065,99.6764,4.37807
55792.9,40617.9,4.68055,150.078,22.1657,4.3824
101513,48275,22.3802,285.184,137.927,4.38501
56185.8,57701.9,9.04326,306.355,140.473,4.39057
49394.2,32160.3,4.95588,207.648,72.6528,4.39545
75477.3,56522.2,10.8039,294.266,84.6779,4.39799
92089.1,63437,-7.57402,361.588,170.422,4.4
87281.5,85511.4,0.860157,305.653,132.898,4.40317
92233,77462.6,26.3988,394.566,139.429,4.40577
107719,67989.1,0.846717,331.165,153.838,4.40748
81342.9,49263.8,5.23419,257.225,110.967,4.41091
98949.3,73865,-0.531163,338.505,172.24,4.41804
85303.4,43206,4.36596,169.395,50.3458,4.41853
60416.9,23204.7,12.8519,183.435,74.4608,4.419
62195.4,29747.2,1.04743,189.8,102.567,4.42256
56793.4,58836.9,30.682,240.292,116.604,4.42789
98395.1,73125.1,16.2597,204.225,142.822,4.47187
76388.9,29461.2,6.37081,122.405,39.4604,4.47199
98715.5,49276.8,8.84785,235.253,36.0547,4.49455
65041.4,60401.8,13.8651,209.858,127.929,4.49758
67654.4,60177.1,1.44983,233.691,111.426,4.51873
69244.6,65633.8,22.5054,228.505,120.338,4.52002
61354.6,57548.3,25.6919,228.15,130.087,4.52379
101878,75703.9,4.06506,242.349,89.4182,4.52449
44224.9,43996.1,-13.2909,139.642,74.3288,4.52679
67973.6,25126.8,-2.60008,201.229,65.1056,4.52852
82854.8,57713.4,1.02074,312.742,88.6942,4.52956
99127.6,58301.2,-1.639,326.896,161.908,4.53135
129936,54577.5,18.682,389.717,123.742,4.54609
89097.9,53233.9,0.721603,271.573,67.9107,4.5592
98831.1,41853.8,6.9255,245.752,60.4972,4.56023
80167.3,64900.4,27.4735,250.429,180.22,4.58419
115234,55026.2,7.06569,361.309,105.456,4.59741
62619.3,58276.4,23.2269,191.73,92.7079,4.59932
60434.5,68911.5,-6.00311,243.058,94.5494,4.60013
94210.2,35395.6,20.408,289.621,98.4936,4.60133
135722,68240.4,5.16852,523.99,239.447,4.6061
105850,40649.1,-5.54462,224.311,66.7753,4.60629
80787.2,81910,40.614,336.548,212.874,4.63215
94953.6,36217.1,1.10187,189.372,38.6591,4.63421
60449.3,51346.3,-8.87275,210.927,127.929,4.64252
66264.2,61668.7,33.1474,264.721,189.809,4.65107
55983.6,33215.6,3.01123,213.92,55.0207,4.65637
39752.2,50684.8,20.8139,200.586,71.2502,4.65755
54118.8,32324.6,7.18867,128.757,28.3088,4.65956
100218,55481.8,-3.70681,332.423,135.25,4.67445
99422.9,59396.2,0.238641,227.794,105.062,4.69491
78445.3,32448.4,-1.49743,157.912,103.946,4.70944
88018,45266.3,-4.45278,227.936,125.182,4.71251
70114.6,44088.7,-5.08979,165.235,61.7662,4.72208
85597.9,75927.8,30.135,269.313,178.599,4.72395
84590.3,37515.3,3.51231,215.344,56.2896,4.72597
103916,43537.1,5.3386,458.286,98.9536,4.72674
117799,67607.6,10.89,328.856,125.836,4.72814
70930.1,52701.8,10.1575,300.032,110.508,4.74102
54686.9,37784.3,22.7251,210.428,123.349,4.77434
47807,43546.2,0.303729,186.44,20.4297,4.77763
81617.8,82676.6,27.7155,301.438,181.517,4.78582
44572,52821.3,3.81805,180.071,72.5861,4.78749
91627.3,34704.8,-5.21419,293.562,86.3242,4.78908
54982.4,42007.6,7.493,227.155,72.5861,4.78959
89306.4,44138.3,10.8117,283.564,135.838,4.79427
75752.3,67178.7,22.9163,196.66,84.7438,4.79468
80132,61547.3,-17.4252,257.013,126.294,4.79564
76789.1,37734.2,3.11931,233.336,94.4837,4.8004
70000.5,29770.5,0.339943,110.262,77.3628,4.80124
84714.9,68443.8,-1.99736,311.058,146.149,4.80194
78700.4,66395.8,37.6075,281.308,129.499,4.80253
84651.8,37020.7,0.872417,238.376,120.011,4.80822
61840.9,47997.8,7.26251,254.606,74.3894,4.80864
55690.7,46160.6,-2.70077,199.087,39.1265,4.81068
91624,44195.8,19.2891,190.515,92.971,4.81159
85602.2,40361,8.79758,257.437,59.8293,4.83145
65863.5,42921.3,3.27528,257.225,74.523,4.83468
77127.8,57285.1,23.136,208.076,159.436,4.87377
78836.7,56918.7,-5.13754,201.657,121.648,4.87582
77544,46781.6,23.9991,172.263,104.996,4.87957
69533.9,38318.1,3.87458,240.647,116.015,4.88022
83690.4,74227.9,13.0469,305.864,147.062,4.88477
65354.8,57957.4,6.50865,189.586,136.36,4.88618
55208.3,43530.9,26.2325,187.226,140.278,4.88684
118743,59554.9,-12.7437,414.545,193.368,4.88986
91606.9,49018.7,24.8417,235.608,79.9999,4.89225
74765.5,57586.3,7.51448,271.008,106.768,4.90136
75250,49958.7,0.652413,314.706,109.065,4.90265
127331,54223.7,41.8135,360.613,152.471,4.90559
44885.9,38094.3,2.36131,101.648,89.0891,4.90603
54612.6,83997.2,14.0149,288.635,164.184,4.90629
61719.5,64598.4,-5.48204,305.864,204.356,4.90957
89853,30097,10.5421,212.993,68.9794,4.913
113395,47898,-4.95264,366.667,107.424,4.92138
92066.4,46875.4,15.4174,245.965,80.1976,4.92859
81872,37370.9,-6.51162,302.141,96.1931,4.94287
83943.4,52996,-5.36812,247.453,94.4179,4.96185
76508,42763.4,9.92918,262.247,76.3077,4.99804
76421.7,82510,26.1186,247.453,113.196,5.00477
78751.6,63523.4,18.9283,215.344,104.799,5.00795
105098,51664.8,-1.67733,380.216,117.784,5.01139
44681.6,56413.2,3.45733,177.994,100.333,5.01142
127098,56646.5,-10.3727,376.119,127.144,5.01167
65150.2,74234.2,8.87152,254.536,117.849,5.0287
56156,58914.3,30.4276,241.214,112.278,5.03092
64627.3,43615.9,6.02124,251.279,118.111,5.04992
43252.3,33201.3,6.55183,140.074,113.131,5.04995
55932.8,44578.3,3.01322,203.512,118.57,5.05239
129030,53378,6.01405,309.304,98.7565,5.05503
103621,53247.9,0.0362905,262.6,132.571,5.05715
93873.1,66085.7,-7.54038,417.512,81.6475,5.05761
97741.1,52252.4,-4.15644,256.588,169.837,5.0615
79803.5,79063,35.266,294.266,190.132,5.06411
114806,47736.4,5.01666,307.619,163.534,5.07164
78012.5,42755,0.907005,187.441,125.313,5.07168
45768.3,48803.5,12.0992,128.179,88.5626,5.07426
55210,32013.6,-10.7634,118.577,89.7472,5.07475
114576,91887.4,18.3997,413.371,117.587,5.07507
103081,73052.6,7.62651,429.986,122.04,5.08163
42333.9,39124.2,16.8232,156.547,43.7344,5.08241
124111,51059.4,2.35611,350.44,129.303,5.09919
46787.8,44078.4,2.87853,183.578,53.2843,5.10848
77119.6,55757.2,10.401,176.419,111.688,5.1187
68613.3,83024.8,27.7027,240.15,106.834,5.1257
84594.5,40211.6,-2.19143,193.302,101.122,5.13002
72480.9,65603.4,0.105801,291.663,139.168,5.14007
104106,55708.9,2.42556,334.381,139.886,5.14403
127304,63278.3,-13.17,298.275,124.986,5.14669
83448.7,43460,27.2443,178.424,74.3894,5.15627
85343.5,43007.4,-0.489344,221.608,45.6042,5.15728
71114.6,42189.9,11.7858,159.492,72.8532,5.17603
101174,49937.6,22.0058,312.532,67.176,5.19059
46974,40671.4,24.4512,125.293,54.2861,5.19343
69519.6,57482.4,3.50149,248.445,168.603,5.19405
78611.5,34967.5,2.36962,232.839,76.5055,5.19442
119112,71025.3,12.2197,316.459,127.079,5.19852
80366.6,54671.6,35.4595,241.285,155.336,5.19889
104663,47738.7,4.61651,308.04,130.61,5.20391
69658.1,53535.4,-6.78123,313.934,116.932,5.2064
65870.8,35483.3,0.779384,231.134,47.5409,5.20953
114588,55313.8,7.78495,265.64,89.9447,5.21646
111800,52415,9.97949,280.603,124.2,5.21885
87141.4,36404.5,3.26067,213.635,63.703,5.22451
65234,28227.6,1.71014,133.733,47.6077,5.23354
85205.1,42781.4,-2.76743,213.706,51.7483,5.24953
56937.3,35824.9,13.2954,138.849,64.2373,5.26614
112119,54080.2,0.274185,275.948,106.309,5.27666
103331,40159.9,6.85977,215.842,41.6642,5.27889
35945.4,45507.2,-2.34714,171.116,56.8907,5.28938
83738.7,88546.5,16.7184,365.902,183.202,5.29125
84548.3,53204.2,9.27081,314.776,150.842,5.30546
82075.5,39385.8,4.41882,274.678,129.891,5.308
108593,58090.1,-0.574041,300.384,68.0443,5.31067
80058.8,81633.6,-2.90854,282.507,193.756,5.31221
96056.5,63260.4,7.4846,336.967,224.535,5.31671
124681,48253.5,-3.27887,306.777,132.31,5.31938
77640.7,54562.9,-4.41364,197.231,122.171,5.31957
108672,46815.2,4.66766,293,106.768,5.31977
98172.1,59048.7,20.7509,277.218,127.864,5.3206
49900.9,28493.4,16.023,93.966,69.4469,5.33723
101181,63310.5,8.14889,316.529,137.601,5.35118
77570.2,32022,-3.44361,236.602,122.499,5.36639
85487.8,30246.6,18.9759,245.752,93.1684,5.37926
92250.5,66955.5,8.43717,355.947,115.425,5.39145
42204,39747.1,13.7083,158.702,80.2635,5.39431
86101.8,41181,31.3681,237.596,139.494,5.42722
84949.8,59112,9.32576,193.231,166.524,5.4345
60219.8,54921,-5.24911,212.067,81.5157,5.43577
88384.4,62860.5,6.90969,269.596,117.456,5.43682
105206,47244.7,-22.6283,236.46,159.306,5.43858
40347.6,52049.8,20.8315,222.817,129.629,5.44116
120370,49591.3,3.18944,276.936,89.0891,5.4414
116216,44672.9,31.9047,291.24,126.098,5.44297
