"FSC-A","SSC-A","Comp-APC-A","Comp-FITC-A","Comp-PE-Texas Red-A","Time"
100324,52435.9,-4.39572,381.118,158.265,0.232405
126986,79951.6,9.52722,475.463,190.844,0.232673
67839.7,77948.5,16.4718,267.265,218.095,0.235109
77243,43114.8,14.0317,286.593,119.094,0.236159
108074,65265,1052.06,380.701,121.124,0.240035
90919.3,56653.6,-16.2921,353.09,185.276,0.240265
71174.1,90117.5,6.72224,433.978,243.361,0.243077
116210,68234.1,-2.94339,433.29,166.459,0.243837
77726.5,47203.8,-17.6116,280.462,95.6672,0.24386
127429,65591.1,5.78647,431.569,187.931,0.244904
130179,67296,50.4877,488.705,222.089,0.247754
73758.7,43241.4,14.4114,260.196,137.666,0.248536
91054.7,46658.9,-6.6068,506.612,227.173,0.254474
65700.2,69253.3,11.648,266.205,119.29,0.255961
109056,46970.6,-8.16717,324.306,122.368,0.264743
59617.6,35264.1,4.48284,164.015,45.3371,0.265152
64656.9,32614.3,17.4974,188.8,59.5622,0.26536
100635,52029.7,116.598,365.624,108.277,0.267113
57504.8,74859.2,-1.58679,282.718,149.93,0.269093
87973,34014.9,9.34179,229.642,77.6925,0.269327
84621.5,43447,-4.44678,251.916,68.5118,0.270474
78954.7,42523.8,14.9711,333.822,158.33,0.271192
37731.2,39915.6,-5.34328,244.263,88.76,0.2731
61505.1,43476.1,9.34125,200.586,57.8257,0.274831
84864.7,89747.6,112.389,286.804,121.124,0.275269
75315.5,54260.8,3.12444,312.532,94.0891,0.275751
41337.5,46351,-0.724967,133.805,67.7104,0.276262
58490.9,37982.3,8.31938,255.031,112.541,0.276846
96457.3,37300.3,19.2998,329.486,151.884,0.277402
111370,45480.9,10.3809,315.477,157.028,0.277467
58070.4,34432.6,10.6321,176.848,121.778,0.27769
86878.3,47049.7,0.993449,382.436,98.7565,0.281019
103203,33858.3,1.26179,283.986,121.909,0.285325
96601.8,39577.3,30.4649,366.459,193.045,0.286022
53876.3,39110.4,6.57102,330.955,119.618,0.286827
53835.6,41902.8,19.4437,201.086,61.1651,0.288243
106480,56298.1,17.122,455.475,187.996,0.289091
103662,68075.5,28.1414,32724.1,180.609,0.294908
69604.1,33486.4,5.87493,219.046,89.5498,0.295747
87950.9,46229.4,-15.9444,344.371,121.058,0.296139
69238.3,55671.7,10.3732,411.3,241.244,0.298131
107241,49560.7,15.5172,323.746,132.244,0.30051
92765.7,52738.6,-1.23744,367.224,178.794,0.30106
58765.6,57156.7,19.5892,287.157,197.313,0.308488
64893.5,36067.3,5.10161,221.11,73.3876,0.309603
55878.2,54719.2,17.6515,240.93,143.279,0.316451
90040.4,49457.2,-1.14586,237.028,76.9012,0.318854
80061.6,55469.4,2.69485,246.532,107.228,0.319105
73202.9,55378.9,2.58317,346.464,115.818,0.324066
106865,48428.3,8.04112,273.267,141.909,0.326768
117964,53074.6,8.04337,372.507,185.535,0.328101
105863,56907.6,22.8598,424.407,140.865,0.331534
79849.7,42797,49.3187,283.564,140.734,0.331758
40407.3,36837.6,17.5779,184.079,57.3582,0.33289
81030.5,33440.2,-0.408888,230.921,107.096,0.3334
38185.4,41074.1,6.47412,111.275,31.5139,0.337647
104560,60505.7,2193.02,271.926,107.884,0.340062
93880.4,43228.1,1.52982,259.135,97.3106,0.343881
59206.9,38314.4,5.07462,133.3,83.4264,0.344476
90269.5,92571.1,66.8991,366.528,127.668,0.347279
92505.9,44791.6,5.36047,343.812,101.253,0.352825
67336.4,45974.3,2.32743,176.275,123.546,0.353553
51704.1,56500.2,-7.59318,214.418,115.687,0.356212
115788,52798.7,5.42508,410.747,179.896,0.358485
68271.1,55254.2,21.1015,251.987,96.9162,0.362091
67758.2,52774.1,2.34721,290.888,94.1549,0.36322
68633.3,73074.1,37.543,351.068,178.275,0.364759
50246.2,64263.1,3.33793,300.454,125.444,0.367547
85554.6,32578.9,-6.66226,195.731,74.0555,0.368106
94004,40230.3,2.92492,243.483,105.456,0.372718
97301.1,46742.9,0.49106,295.884,133.421,0.373926
87441.3,41762.1,2.87219,354.135,157.289,0.373942
92852.1,32982.7,8.70126,215.558,91.1291,0.374792
78019.5,47624.2,8.68746,388.538,116.08,0.37527
91786.4,37892.4,2.99867,233.62,40.0614,0.375305
91341.6,35880.2,-12.6205,260.762,97.705,0.375985
65502.4,31974.9,31.1224,231.986,78.7474,0.376272
79401.5,44061.6,11.6211,197.088,113.393,0.376827
72942.1,33002,-1.00383,251.845,152.861,0.377733
82926.6,56268.6,-7.84595,259.277,120.142,0.380628
94519.9,44010.1,4.25379,305.161,162.493,0.381019
43407,47388.1,39.4071,151.588,50.8133,0.382389
78101.4,33581.5,27.5438,296.798,131.002,0.382861
119395,57177.4,40.024,444.29,166.654,0.384737
67279.2,25959.9,8.16751,222.106,100.333,0.38568
45723.6,47877.7,19.1686,284.902,102.238,0.386681
82984.3,50066.6,9.91899,311.69,140.8,0.388357
70200,34097.9,-14.6313,235.679,109.983,0.390086
98447.9,64377.6,5.25323,278.206,105.521,0.390349
68309.8,54153.7,-5.99319,267.477,149.995,0.391649
62264.9,57558.4,-7.01959,269.101,168.993,0.393711
84199.1,44243.9,11.0505,278.065,105.521,0.3938
48131.8,47693.1,7.65957,212.78,71.7178,0.394078
56260.8,64711.5,24.4834,200.872,71.7178,0.394763
43747.5,50088.2,-0.630653,208.789,100.268,0.395483
130956,65971.8,12.5115,358.315,168.343,0.395646
102572,52587.4,1.03506,428.333,171.201,0.396788
66520.3,66384.1,11.6852,286.17,156.247,0.397334
74198.9,73419.1,3.94897,402.523,122.237,0.397798
111768,42326.1,7.59568,355.25,132.375,0.400857
65846.5,60012.3,31.249,275.666,92.9053,0.401445
61140.7,52750.2,40.6024,309.655,118.177,0.401863
66435.3,71237.9,6.988,206.864,91.5238,0.404164
92416.2,92503.6,-0.31042,346.115,159.241,0.405853
63101.2,67117.7,22.9501,258.994,94.0891,0.405906
76328.6,47678.2,1.97035,257.154,87.3118,0.407301
80788.8,31533.4,-1.79867,190.587,74.6566,0.407953
84079.8,79795.4,5.83149,400.379,188.449,0.4086
109848,48445.3,17.1992,366.32,146.214,0.409677
55626.8,62844.3,1.08617,171.474,71.7178,0.409794
77818.7,58812.6,1.50584,267.759,146.931,0.40981
49045.8,56824.6,17.2004,230.353,86.3901,0.412132
62673.7,81469.2,13.1,330.325,174.836,0.412575
53559.6,79274.7,37.9107,305.372,153.969,0.412806
128830,62848.8,11.8844,401.97,180.739,0.414478
69471.6,32396.9,12.7144,206.222,108.934,0.416541
88341.9,83857.8,991.676,1121.12,112.016,0.416648
69372.6,39516.8,-34.7722,151.444,77.9563,0.41679
79122.2,56801.2,17.0687,255.88,124.397,0.417853
71833.2,35479.6,0.523938,227.723,114.966,0.421851
100442,48832.5,-7.72265,347.371,159.371,0.422266
42753.8,30208.1,6.26424,229.074,55.6218,0.42368
120578,50812.5,-0.158791,379.591,151.559,0.423889
129016,54650.8,10.7931,407.915,189.032,0.42397
59969.7,60213.3,14.6345,185.438,76.7034,0.424829
82897.2,71293.3,106.317,348.348,144.714,0.428221
55214.4,27812,6.32956,191.016,58.5604,0.429108
78454.6,48567.6,8.82851,272.985,61.4322,0.429459
76107.9,54430.8,-0.515815,317.651,123.284,0.430185
57598.9,31943.3,8.50478,177.851,74.3894,0.430385
74581.9,31041.8,-2.31685,18276.4,50.8133,0.431308
72965.5,32126.9,15.2552,225.377,96.6533,0.432697
130360,61759.8,27.3755,460.752,199.705,0.43421
91341.7,52036.9,35.9518,355.947,121.451,0.43446
76297.7,46982.9,3.66906,320.524,119.88,0.43525
59101.1,44868,1839.3,201.8,96.7848,0.435499
52751.6,62096.4,-23.7393,255.031,124.855,0.435609
43464.6,42723.9,3.43114,274.114,110.311,0.435801
123328,63286.3,1.106,452.115,165.744,0.436306
124552,62774.4,-38.5002,343.184,128.649,0.438787
74561.3,66497.6,-10.3993,348.836,136.687,0.439597
97565.6,45987.8,-60.1418,241.498,62.1669,0.440115
87096.5,42006.6,-9.58668,297.29,122.891,0.440472
45076.6,43546.1,-1.40594,184.15,85.6658,0.441612
54431.1,79149.7,-2.87458,312.742,157.419,0.442703
61887.2,53386.4,1.0648,202.87,89.2866,0.443463
135374,76967.2,5.54753,575.487,198.348,0.443839
43341.9,37787.6,13.0773,147.56,77.0331,0.444321
67423.5,35110.5,8.32115,283.846,136.295,0.445436
56779.3,51732.7,-1.27475,226.941,49.344,0.445458
49734.3,73301.2,41.6818,356.226,194.468,0.446647
96404.3,74130.9,0.651909,435.491,200.674,0.453983
71086,41355,2.44542,214.347,122.433,0.454416
69557,45869.1,186.115,183.936,55.2211,0.45481
55549.8,36335.6,34.9882,98.6779,60.1633,0.458593
42398.9,50206.5,24.3874,193.803,99.0193,0.458764
81060.7,64631.2,13.0699,272.42,240.859,0.460104
54718.1,53000.4,1.36081,240.079,130.218,0.464286
94576.3,37589,-6.5811,332.703,142.757,0.467748
77684.8,43979.8,346.65,322.906,116.735,0.47027
62772.5,88397.5,25.3729,360.195,202.419,0.471346
85258.4,36045.9,-12.9897,252.766,96.1274,0.472168
49671.2,47765.4,401.108,236.744,153.773,0.474947
74998,64879,3.57039,219.829,171.266,0.47562
101701,84387.2,23.7159,471.087,226.336,0.476124
61180,50181.6,-36.4914,182.433,52.8168,0.476266
67472.3,79063.7,17.0792,373.688,175.356,0.476618
97005.8,62130.7,32.3499,373.063,199.382,0.478116
99458.2,58953.4,18.9744,356.922,164.964,0.479704
63443,35107.4,11.2654,181.431,92.971,0.48009
45947.7,50283.4,36.3333,151.156,76.1758,0.481365
93518.1,42396.1,2.10859,230.779,80.659,0.483341
45579.2,26933.7,1.5397,115.18,32.8494,0.483985
69135.9,35404.3,14.593,255.385,111.754,0.486218
51302.5,59290.8,1531.32,200.015,112.541,0.486795
54180,44403.1,14.0775,253.049,119.552,0.486977
79831.5,49518.7,18.3494,236.957,105.521,0.488811
77534.3,47444.6,5.3181,289.41,188.125,0.492921
52269.9,41017.6,2.11879,157.481,40.0614,0.498417
90954.1,48606,-1.54052,248.445,66.0406,0.498707
103056,50334,26.1382,288.565,99.7421,0.499102
67514.4,52753.3,20.9497,243.909,120.534,0.503082
94451.9,54667.7,1.45216,321.294,115.228,0.503646
110799,49535.1,-0.012993,382.228,100.53,0.504271
62534.4,43631.9,1.55661,126.375,47.4741,0.504292
91173.9,64955.2,5.40134,372.368,133.943,0.505038
72125.3,35841.8,-0.461198,242.278,103.158,0.506287
81797.2,74586.5,-2.31722,346.046,198.154,0.50704
60947.7,56908,83.1053,247.17,103.749,0.508943
91807,42158.1,9.18083,282.154,129.891,0.509043
69119.1,69279.3,63.3725,280.744,151.559,0.509708
120238,43891.6,6.63794,345.557,122.433,0.511845
121021,70333.6,19.3539,344.58,135.772,0.513284
66001,62617.5,4.39864,255.031,123.48,0.514757
82834.2,44909.3,13.2929,342.625,100.268,0.517591
92156.6,31167.3,15.4309,182.719,51.2808,0.517979
58521.2,51379.9,81.7853,242.987,103.552,0.518528
82402.2,74510,21.0172,530.833,187.025,0.52002
73329.6,32595.9,-2.65534,135.607,46.8731,0.520196
57363.9,69500.7,13.45,282.013,139.951,0.524061
86894.4,44806.1,-3.56819,321.575,87.1143,0.524878
89472.2,40333.7,-0.470587,227.297,103.88,0.525024
39137.4,36453.9,23.891,270.302,149.148,0.527291
64093.8,52107.2,14.7917,229.642,128.322,0.52836
68600.3,44028.5,18.2734,186.011,83.4923,0.530959
70232.6,63362.4,34.1841,240.93,114.049,0.531478
59972.4,70981,230.501,307.408,136.883,0.533052
106759,45159.4,2.23452,264.721,59.0279,0.533149
75806.2,90777.5,11.8358,303.335,112.803,0.533185
105426,87540,7.96483,442.16,219.448,0.533638
44219.9,51608,1160.87,233.052,110.901,0.534194
66941.9,60686,-14.9451,245.256,104.143,0.534843
69847.2,64287.9,1.75674,218.975,115.687,0.534961
49528.4,51214.8,10.7795,255.173,110.442,0.53835
103406,50004.9,158.015,428.127,236.236,0.540305
79885.1,40922.1,-0.250758,233.123,102.895,0.546136
87755.2,43547.1,19.6409,399.549,149.539,0.547435
74561.2,39179.4,-9.47983,209.93,39.7275,0.552866
65936.1,68417.5,73.2509,1939.13,125.509,0.553793
68244.5,37342.1,-11.006,238.802,108.409,0.554435
47857.7,58513.6,-2.68071,273.902,131.264,0.554697
125197,58453.9,27.4676,435.491,208.552,0.557727
81528.7,39266.3,-12.2965,231.418,84.0192,0.558975
40423,44052.5,-10.036,267.123,63.7698,0.55963
61402.6,64222.4,-0.576119,400.794,155.792,0.561979
106688,50712.7,11.5907,262.105,135.642,0.562685
111714,55174.7,-1.58264,385.28,137.666,0.56375
101333,53032.6,4.41227,290.396,106.506,0.56741
62529.1,56179.3,25.5324,12473.1,146.345,0.570042
43399.4,37535.6,20.699,212.495,143.801,0.570315
77038.1,34928.1,13.9493,224.595,105.521,0.57045
121705,70440.8,-2.18098,730.552,223.505,0.571956
51840.4,53553.3,192.636,207.149,81.3839,0.573718
62701.8,54713.4,-6.52064,229.926,66.9089,0.57473
97421.1,50617.8,2.02866,402.593,126.621,0.576791
51572.6,48722.5,25.4033,232.413,132.375,0.577654
90710.7,40882.2,4.25093,202.656,75.1204,0.578207
110046,59403,52.7509,567.081,263.087,0.5789
53745.9,42846.6,28.3293,209.431,118.373,0.580561
85269.4,42980.6,2.30657,292.366,85.3365,0.581094
89046.8,47352.4,-0.360852,321.925,143.214,0.582951
83264.8,40393.6,23.379,345.557,164.639,0.584019
64447.5,55087.1,8.52984,275.737,100.333,0.584935
113259,56865.8,3.54085,360.613,173.538,0.586316
103490,63831.2,23.9343,395.05,129.891,0.58716
100130,42656.6,27.3272,255.526,99.8735,0.588027
67611.1,34870,39.7932,219.188,108.737,0.589642
73542.6,45408.3,6.52627,294.196,115.097,0.593032
42386.3,56311.8,-2.5863,226.373,97.7707,0.593453
43896.8,54733.9,60.5764,181.002,71.9181,0.595508
117213,56677.4,3.40704,423.304,163.924,0.595679
78180.2,39406.3,-0.883906,236.46,119.749,0.596362
92075,43640.7,5.39452,278.276,142.431,0.596867
109459,87584.8,11.0653,584.887,323.384,0.598042
128957,60529,15.2415,4085.83,129.564,0.602088
136330,53752.5,0.410093,491.296,247.145,0.603253
84697.5,47392.2,-18.4813,288.987,80.1317,0.604088
118829,49896.1,26.6273,337.107,149.734,0.606273
111912,70511.4,1.14412,354.205,103.092,0.607821
74284.5,56006.7,-2.70582,304.529,106.965,0.607861
60784.4,54908.9,17.2832,246.036,139.755,0.60788
87972.3,35627.6,6.75802,288.354,113.196,0.608378
45283.8,28027.8,11.6652,185.081,70.1816,0.611864
56571.8,59368.8,-8.97972,360.683,87.4435,0.61234
65639.6,38128.3,18.1745,176.777,19.4281,0.612396
82844.2,48054.9,6.49256,399.826,133.617,0.614565
66808.1,83031.1,-17.6378,345.627,195.115,0.61636
108657,43832,-0.534362,333.402,160.542,0.617089
76572.8,57201.4,143.136,259.772,143.149,0.617505
53630.1,38838.8,12.4132,251.42,108.212,0.617624
97240,35959.1,15.8729,299.681,88.9575,0.621521
108893,58115.3,18.7757,342.486,176.264,0.622728
81324.5,32687.5,-5.89353,205.937,63.6362,0.624401
51303.6,47563.7,-1.74772,145.977,59.4954,0.624488
87508.6,37375.6,19.3054,239.582,91.7212,0.624933
43740.6,34808.1,61.2156,192.588,46.3388,0.62688
66725.3,82869.9,21.7739,292.085,160.672,0.627869
104484,42332.8,-15.5562,276.019,91.1949,0.629374
101323,69727.4,-1.96578,457.6,230.838,0.63096
109729,56223.2,7.6967,296.376,60.8979,0.642696
72002.2,31465.9,21.4552,201.371,89.6156,0.646486
60180.3,55762,0.0465502,212.993,76.0439,0.650726
47105.2,29729.4,26.892,256.376,97.5078,0.651807
57242.5,58410.4,12.2264,195.946,130.545,0.652703
76801,31298.2,12.0189,238.376,70.8495,0.655163
97526.9,50633.3,5.22743,314.355,131.395,0.656309
47529.2,40493.4,22.4099,175.272,111.754,0.656509
60291.5,24963.1,8.62637,167.745,33.1833,0.658669
79324.9,49473.2,-14.2115,241.711,77.6925,0.659706
119988,62680.4,29.8371,381.187,149.734,0.660079
80476.2,28891.6,18.9536,223.528,122.76,0.660212
38821.7,55042.4,65.9833,195.517,107.818,0.66414
102262,53553,-9.42246,222.532,72.7864,0.664986
107462,61086.7,18.2932,269.313,97.9021,0.666076
39134.4,49192.1,4.24932,220.54,123.022,0.668275
104347,44632.3,22.2191,309.795,146.345,0.669457
119042,49268.1,-4.31349,346.883,91.9843,0.671723
54307.3,38466.9,16.1686,214.703,62.2337,0.671942
58613,75781.3,59.6326,284.48,156.312,0.672164
80889,62238.8,7.23854,232.768,127.995,0.673938
39806.9,42284.8,9.80731,180.787,65.7735,0.675631
94017.5,50308.9,30.5066,433.221,165.939,0.675861
112337,56291.5,34.5916,319.683,82.7017,0.67622
131634,65936.7,9.87997,358.733,135.838,0.679405
47747.7,47187.2,24.6512,194.66,90.6685,0.680988
99628.4,45260.7,44.4822,396.019,150.321,0.682839
42382.8,32862.9,19.1657,134.886,42.7326,0.683975
60632.5,64566.1,11.5825,242.562,124.331,0.686386
89622.6,51202.1,-3.53944,372.299,174.836,0.688009
47990,32366.9,3.42843,183.793,58.7607,0.68876
104802,54736.8,7.43825,376.258,160.412,0.690695
61955.4,38122.4,-9.5983,203.583,67.5768,0.692843
44955.3,50619.9,12.2459,295.462,148.952,0.694787
51815.7,60233.5,22.0487,227.083,155.466,0.69532
100751,63719.2,2.35622,371.673,125.313,0.697141
64670.9,34219.6,-3.21523,274.326,104.93,0.69895
93282.7,37835,-13.1413,298.486,119.028,0.699885
73244.9,89453.3,17.704,331.584,187.025,0.700834
75814,42121.2,34.4583,242.491,100.925,0.703109
99716.8,60006.8,-12.6674,391.934,198.736,0.703297
45617.1,40990.6,-5.27132,214.062,128.191,0.703374
93068.1,50929.5,23.5838,426.956,168.798,0.704864
77759.2,50862.1,22.5573,365.554,192.009,0.706131
50949.5,48038.9,-3.68133,136.472,32.1149,0.708606
67545.9,30576.4,-6.94197,173.768,76.8353,0.709791
50764.7,64258.7,12.0634,245.256,99.2822,0.710298
60993.9,53453.1,1288.17,1999.26,114.442,0.71189
49690.9,24832.8,-3.72256,186.511,76.5055,0.712983
84998,73884,11.338,382.02,171.006,0.713236
106954,52853,0.410575,356.017,127.668,0.714404
86752.7,47562.5,-0.866852,263.731,94.5494,0.71713
46497.7,42609.3,-3.73202,231.773,148.431,0.71826
116694,41332.7,10.6106,287.65,111.492,0.718831
59773.4,59339.7,3.11166,172.836,71.1834,0.720091
112023,54636.6,14.9996,456.504,144.192,0.720689
108392,71168.5,33.9361,365.554,172.954,0.721284
83965.6,44560.2,291.293,265.71,115.622,0.723809
50885.3,46729.8,-7.12979,265.852,57.5586,0.72389
92560.6,42461.6,-20.7891,83903.6,100.268,0.72527
44421.5,47334.6,21.3837,165.952,115.032,0.726083
59364.1,66365,-0.43185,257.154,156.638,0.727014
75006.1,80642,14199.6,336.059,188.902,0.728724
92169.1,35581.8,-20.554,261.964,145.888,0.731292
51362.6,33695.7,35.5701,178.496,114.966,0.732117
98029.6,40099.2,17.8647,332.703,170.682,0.73228
86158.3,76450.2,15.7711,300.032,152.536,0.732431
134049,53817.3,2.62851,443.877,152.145,0.733231
72296.4,48814.6,452.478,299.54,207.52,0.733628
63963.3,33956.9,-17.3499,146.049,109.262,0.733733
89028.6,69765.6,4.87272,277.007,110.901,0.734919
79814.8,43620.3,-6.14922,294.899,102.041,0.736343
109349,72761.4,-0.792257,578.711,200.287,0.738664
67982.2,76473.1,5.37281,307.408,191.88,0.738976
55030.6,51115.2,39.9237,221.11,42.933,0.739313
63925.4,53923.3,5.18795,210.571,86.6535,0.73941
90371.3,43561.1,8.2145,395.95,96.719,0.740925
79812.3,58785.8,6.70581,335.15,157.028,0.740969
111711,55567.6,12.5815,435.56,174.901,0.742374
81094.5,50703.6,14.4473,364.72,154.815,0.745178
45399.5,32953.2,23.3483,152.594,67.4432,0.745304
123642,67206.1,12.8167,487.751,176.718,0.745772
83818.7,85382.2,47.6119,522.16,180.415,0.746777
58457.6,36994,-0.427456,168.032,68.7122,0.747206
96613.3,56015.2,16.7398,362.98,185.535,0.747785
80878,81648.8,14.5275,400.172,260.145,0.748634
80688.3,47974.7,1.19549,221.963,75.2524,0.748724
52910.6,63949.4,98.685,379.313,240.923,0.748978
56473.5,52449.8,30.2685,330.535,120.534,0.749112
100760,57852.5,750.222,222.39,95.4042,0.749232
82524.4,49595.1,-18.521,346.674,180.609,0.749578
125733,62992.7,-1.96927,501.579,183.332,0.750746
62704.5,74848.2,16.5127,311.76,147.257,0.751381
70803.4,86833.4,19.0405,426.749,199.705,0.753757
90137.3,55467,-2.33739,375.703,211.649,0.755922
110128,50299.2,-3.72353,404.736,177.756,0.75664
65312.7,75471.9,28.8414,347.232,166.589,0.758398
69747.3,76033,134.493,377.717,170.097,0.75936
89371.7,55717.7,287.794,340.88,156.768,0.760235
102356,76429,21.0012,364.441,168.343,0.761461
64406.2,52515.6,252.469,262.954,117.718,0.762331
119040,67098.7,34.0389,402.938,161.063,0.763183
90476.9,43577.6,-1.99229,334.731,89.5498,0.763207
65890.6,89346.6,7.86546,330.675,139.494,0.764291
119713,49896.7,-8.66165,508.311,216.613,0.771292
51849.3,56213,9.84092,304.67,138.841,0.772844
97769.7,43251.2,20.0914,336.688,110.901,0.7742
132636,64890.5,-3.39911,446.487,201.514,0.775089
39381.6,56965.6,0.474253,209.502,182.489,0.775614
