"Comp-APC-A","Comp-PE-Texas Red-A","Comp-Pacific Blue-A","FITC-A"
68.161507,130.033081,108.487915,248.321701
40.582157,67.693245,99.465858,225.711044
80.547272,171.426865,142.249786,339.171753
142.769073,207.150040,204.039307,539.666260
31.222866,31.189831,78.123344,180.732330
84.118073,122.841629,105.828117,222.818787
59.691406,120.633530,91.926407,236.854691
82.669205,105.154984,156.744110,353.015015
54.504021,134.083664,143.797516,382.017090
98.814484,111.228012,175.566360,442.063934
34.537018,83.803375,67.477882,215.720200
102.142181,85.120018,177.490189,316.685791
53.224705,61.967999,119.762840,185.168259
80.914421,106.872505,165.616608,338.968964
88.285072,135.173035,120.086525,313.563751
146.478195,163.545380,206.591965,455.539246
81.379318,76.616600,99.270996,267.774597
103.746162,162.523468,156.679764,412.283020
86.535622,113.819633,135.796616,338.630920
166.494705,258.743469,281.711334,640.444397
77.425232,123.367004,145.344864,396.231628
75.757164,89.624901,198.419586,295.547333
79.023415,90.807388,116.265968,269.278992
47.510139,93.703392,127.203148,261.274170
102.969978,130.127457,220.866318,577.053528
69.330315,108.828934,123.775284,363.797638
54.776154,144.057571,120.410187,312.613251
95.167191,105.504944,156.744110,415.354645
66.624962,100.898346,158.995636,327.532684
137.156799,192.388153,235.486816,549.134033
131.172150,152.242599,269.101196,634.536133
58.164299,110.953514,105.503677,239.534470
116.108131,165.985855,184.795074,438.274689
102.428688,106.771362,169.726898,429.690063
99.421021,128.193451,143.539597,317.974854
98.797951,84.406578,145.344864,294.389801
65.162025,190.541916,171.010803,447.643646
141.960205,189.188965,206.528152,504.268677
63.919201,130.832413,177.426071,401.386169
82.996651,129.525467,131.404495,309.964691
144.242508,215.027924,304.967041,518.453857
100.548447,135.209595,116.978470,268.731964
67.583054,139.169891,125.392448,373.620117
114.263718,180.445312,219.847839,420.626099
53.285282,69.198692,116.071632,215.651245
106.210823,168.831085,169.791107,467.859039
133.599472,128.571884,139.088593,366.894135
112.057716,229.828369,193.178192,521.929138
145.980347,207.169769,228.054016,502.493073
109.915611,158.242264,192.986343,507.752533
46.339310,83.375069,95.697296,195.137863
93.058403,139.564590,183.193909,439.936920
73.389381,129.070587,159.895996,365.951874
151.842758,265.685699,299.821228,544.500122
135.652802,221.069794,292.219574,529.986450
77.831284,113.412994,173.321091,414.687042
125.308456,112.398720,206.081512,503.676880
47.274101,102.857857,108.877052,289.689240
50.832111,122.058632,133.665558,223.783020
48.103733,83.806068,97.127022,185.653244
89.797783,74.207771,167.415222,433.018890
64.769989,93.173912,151.852173,422.626709
81.190567,131.319382,114.322395,374.157867
98.423706,90.475494,110.757538,310.032593
126.644699,164.904495,182.937668,432.153564
93.140396,129.562347,148.696030,396.767395
65.072083,84.115875,107.839294,278.775696
67.210083,83.635376,132.761230,288.871368
205.462311,244.905457,380.047882,798.736633
92.559967,125.611618,118.662186,365.749939
147.369965,170.442108,200.591492,509.000946
83.176071,148.824112,193.306091,397.972626
78.513741,143.885559,112.572632,279.594818
114.136894,115.964706,204.166977,381.547211
95.544304,159.243439,174.732513,365.951874
44.471851,59.030418,80.730087,249.693588
103.183853,140.060455,177.105484,388.994476
97.347244,112.494545,189.532043,418.558105
75.162163,57.643700,158.030807,342.618622
219.435394,289.079376,254.375443,634.086365
120.159363,145.517044,204.869049,488.202667
91.905357,71.176216,111.016876,227.707336
119.150948,176.878662,170.689850,396.767395
98.096909,73.528183,141.604782,424.093353
135.290939,216.699707,320.876862,643.332031
646.497375,1111.259766,991.500732,2272.398438
63.289604,66.422630,103.556641,226.812546
96.341873,105.492081,162.017746,251.065186
983.286011,1275.973267,1034.803955,5829.053223
109.825851,119.785240,130.564453,340.591309
147.990540,290.964996,334.683319,735.061584
120.287750,107.146851,166.451736,382.822601
147.044662,159.840912,283.789337,516.945068
80.169579,110.406219,108.487915,345.320679
62.448303,94.158714,132.696625,310.779755
90.926628,66.380013,141.217743,245.302475
60.622528,70.192772,178.580093,316.142944
54.207867,128.094635,138.249649,280.618683
84.066696,120.908676,154.105545,379.264191
67.102318,76.208939,106.022781,302.284149
49.976875,54.654926,94.137215,217.443863
72.461441,111.469406,118.662186,350.586273
57.119308,52.659180,102.128433,286.689911
67.358467,48.682362,138.572327,284.644073
80.228424,123.065819,180.951553,434.749176
81.876312,106.698997,134.634323,261.753387
238.049606,354.149780,433.446503,1020.537048
51.287033,100.231171,103.751373,358.206543
88.979233,93.940948,157.130127,390.335388
67.268990,62.283054,76.623970,203.503128
272.862701,423.405670,544.927002,1446.431519
63.052547,98.372093,96.217239,207.370941
126.458984,143.033798,261.332184,403.192566
68.233116,141.725174,155.585861,383.091095
93.503632,118.763885,137.797836,366.423035
80.486671,89.892960,134.246811,289.757385
43.992626,84.997063,77.406303,258.946075
66.665955,94.590912,190.171890,386.848450
58.404133,93.622337,126.362534,337.481415
63.832150,70.983353,42.384556,228.120300
63.662174,91.620544,117.496574,292.278381
33.408775,96.758278,90.365364,225.297943
111.723763,138.479172,265.312744,632.736755
75.533684,120.592606,155.070999,315.396423
50.152267,31.692863,78.449242,248.939072
85.370415,74.513741,144.119919,296.704681
25.797207,17.033358,81.316444,209.856186
95.424980,101.262611,146.762894,373.082306
73.057503,150.359100,177.490189,343.564484
143.296936,186.305008,286.873474,508.409607
82.058411,97.505226,130.305969,308.809814
148.362152,155.148560,246.206360,528.415161
143.042328,199.329788,240.056152,597.401550
69.940002,95.585014,104.011017,258.055664
143.766205,199.527924,218.638214,562.427612
153.256149,154.735611,163.367584,414.687042
96.425529,109.033127,170.625656,404.262756
87.119476,155.760056,129.982834,320.348755
52.874580,139.744995,94.657288,228.395584
65.373138,110.943810,130.176712,317.839172
85.974152,129.323593,118.597443,273.175079
92.017342,135.251038,228.308258,433.418243
99.561363,122.972122,196.438644,373.956238
102.058571,51.887066,164.395798,358.880432
76.761551,106.069313,179.285217,451.426910
83.079880,59.569477,94.202225,210.201279
82.381874,97.581360,193.242126,334.978821
126.914841,171.688370,246.459854,451.957672
112.697014,152.386871,179.862076,438.939667
91.511574,122.365501,159.767380,707.744080
125.117012,159.673599,225.256302,422.293304
111.773254,127.851974,138.701401,310.032593
115.362793,160.768219,203.400970,461.106232
86.690666,102.010269,84.442764,198.042755
63.970196,79.831528,145.667160,268.663605
87.899635,155.994125,144.893585,331.189178
57.622482,76.988335,96.022263,232.385834
78.825920,72.423851,108.163612,313.292206
90.903915,144.991730,109.006752,328.413147
437.204315,551.388062,528.576965,1317.254761
145.017670,172.882217,228.562531,471.695404
113.098877,83.759193,186.011703,375.367645
46.574871,96.170555,148.373886,364.672882
106.014763,120.479134,169.791107,428.424622
47.101212,88.005081,104.595131,263.464539
113.108498,202.107101,163.688919,488.268585
116.477776,153.022079,216.345612,474.934509
155.128723,256.558197,264.238892,539.993042
98.560989,159.780640,181.720444,441.465790
106.293121,119.561981,208.697052,399.980835
95.756088,132.792084,108.487915,329.361206
74.674644,135.954819,220.293427,583.671570
80.921364,76.913376,131.921387,309.489166
60.218792,56.474659,145.538254,210.477325
74.765495,184.965591,176.784866,362.248810
170.059738,147.771194,142.378784,349.034058
72.822556,33.164867,124.810318,266.132996
155.445068,251.179199,267.586121,510.840240
44.625912,31.026838,75.450294,163.027542
59.892811,152.863419,156.937134,356.858521
91.283409,182.408218,169.405899,434.150269
140.227722,210.840576,287.565643,675.186951
72.573174,103.337189,145.860535,305.207947
88.908600,148.567673,143.604080,355.645050
101.606323,120.021339,150.370926,312.749054
167.365524,216.432449,274.716156,563.468933
84.018669,75.683990,126.685860,277.956390
70.994629,73.462242,160.217529,321.569275
73.399124,126.963814,189.851990,458.389648
95.753494,87.158157,152.753616,440.601685
99.407684,114.003654,182.489243,419.959106
82.202797,114.715103,165.809341,346.873840
76.108696,103.482895,169.277481,285.667053
127.335487,108.172546,246.903427,558.455811
101.469635,123.633652,139.282181,344.104919
80.117294,115.610321,174.026840,415.287903
66.046318,89.386993,106.606728,281.028168
88.809677,183.876648,154.749191,397.905701
83.352066,111.748856,143.088196,398.106537
44.358826,111.632111,98.816277,295.887756
164.660934,179.462021,274.653076,626.691589
86.597382,126.613777,187.804138,403.727692
165.576782,256.480682,263.164856,607.354187
99.819397,179.807678,131.985977,446.846863
38.447918,70.205864,126.039185,252.847809
90.635887,96.837433,172.230240,343.902283
51.415352,68.264091,90.755661,227.156708
23.712753,67.131027,71.902550,234.242508
122.213905,177.559448,151.079391,387.250885
91.094185,169.615280,194.329132,444.123749
96.211052,123.936897,124.875000,345.793396
76.266426,98.631607,125.004364,318.517517
46.967964,106.040977,94.592278,189.601089
94.726921,135.313324,120.863297,302.760223
98.049652,117.992393,109.784950,547.633362
37.149296,54.370884,85.093880,143.042816
106.971466,103.666695,206.400558,411.481506
80.476860,82.612617,175.117371,276.112610
61.330139,136.687027,136.183990,429.290436
69.086494,66.564339,114.516777,286.758087
64.290237,98.617989,94.462265,301.671997
208.783325,321.651306,339.298737,704.065796
93.931847,127.895477,174.026840,346.603760
28.672020,82.113533,88.153198,287.917084
108.522728,127.893036,199.122345,459.648712
84.914322,91.535263,103.751373,308.470093
97.107391,41.559746,131.598343,356.791107
73.947784,78.184860,119.892319,300.719696
104.671768,105.085594,197.269440,389.061523
77.991669,77.423706,159.381531,342.280792
124.123299,239.868500,237.962311,506.635284
52.354160,56.890945,100.505043,304.256165
92.287231,197.249634,195.352036,452.753815
140.807877,223.300110,249.627380,550.830078
126.548218,136.159531,350.136261,647.756714
55.767136,81.209526,89.129257,225.779907
52.566093,134.362976,127.591095,391.273773
61.434563,69.774460,127.138504,317.296417
87.793449,211.556519,272.634827,491.762115
109.756622,121.425278,135.990311,389.664948
67.647156,63.081715,125.392448,316.957184
49.484661,44.136753,98.036674,238.984863
118.090614,184.327850,176.977234,429.823242
118.175972,202.297501,190.939590,481.473358
102.631416,183.365250,197.013824,424.693237
67.168350,67.823441,90.495461,187.939133
159.800446,238.787537,248.740631,527.825867
64.692307,186.702377,130.305969,389.128571
72.485748,48.538467,107.839294,317.635651
80.105797,138.308411,222.011841,382.487000
65.480782,29.553041,110.433357,141.647873
77.760574,49.592777,111.989273,200.877213
79.496208,93.160889,190.363831,531.949829
140.514847,123.364288,190.939590,479.756805
198.243866,206.492508,356.106598,700.702393
95.652428,77.072021,196.055145,361.979431
165.245972,288.926849,422.525940,902.493835
123.802277,128.426773,177.041351,420.159149
65.381203,91.960190,237.391129,341.199554
137.383652,199.189468,234.407425,481.077271
112.634132,140.421661,106.801353,329.767487
80.598587,97.123604,145.602707,345.253174
65.861076,105.413124,149.855637,382.956848
26.808466,102.585876,84.898552,245.027908
106.699593,88.452667,181.271927,298.270172
72.923973,139.505783,128.237595,336.331696
131.007797,132.029800,181.656387,452.488464
54.934177,32.817059,80.273979,289.348480
43.087776,83.789780,84.507881,253.944550
51.143829,28.317638,94.722290,298.610413
81.699577,84.126289,180.310684,373.216736
95.806007,95.688148,130.435211,329.022644
93.014557,94.435799,134.892624,258.740601
95.750862,94.907593,155.264069,311.526794
57.624508,91.348206,117.431824,344.780334
75.141350,91.143402,130.305969,236.717224
75.616081,80.002075,141.411270,362.720245
120.040306,170.697235,135.344635,375.905243
63.967659,133.983673,99.465858,268.458435
94.225319,74.310539,156.293701,436.412415
79.001335,152.465973,160.346130,360.362762
92.697632,194.234543,216.600403,505.912231
102.872643,158.152008,215.708603,477.709442
94.123695,103.439552,132.373611,326.787598
91.608459,124.191750,167.029846,374.830017
134.184921,137.793900,199.697266,411.013885
36.291813,53.372944,132.373611,230.735001
73.957077,89.894760,195.607712,271.329865
65.160446,93.483162,158.866989,272.355011
138.992218,258.933838,222.075455,520.027832
56.737026,88.182213,110.952034,251.476624
65.161568,49.957081,96.802116,197.835297
75.682945,116.243752,134.053055,273.516724
68.563881,91.661980,98.426483,268.321686
67.576675,80.535942,104.984528,272.081665
53.702774,66.210999,136.571350,286.689911
138.028610,165.934814,200.527618,443.658722
145.238663,159.041626,197.525040,494.133820
88.105331,164.491211,198.739044,384.567474
122.818176,205.130081,271.183777,574.975769
64.827484,123.468430,136.313110,395.561890
217.789978,334.508911,491.723022,701.464111
121.206474,80.773659,183.257965,347.481476
217.456573,330.503815,397.535156,710.216003
98.421623,120.776260,104.075920,284.166626
112.272133,106.090752,134.698883,381.077209
78.850227,106.680176,106.217438,347.886536
52.796032,103.624092,130.564453,273.721680
102.213242,113.170670,168.314316,395.026031
99.961418,195.929230,214.625549,538.424561
249.546356,237.941895,312.050568,725.908081
121.379288,59.390106,121.769402,353.554596
80.189156,63.336468,91.406113,244.547440
88.506126,157.695816,132.115204,360.632233
50.236771,50.392982,95.112312,231.766830
47.871601,46.277885,98.686348,213.168289
472.289917,629.582275,658.295166,1682.316772
66.246529,85.319565,102.647820,322.789520
65.571655,100.578796,89.844925,261.548004
71.409683,153.347198,151.336990,400.650116
55.928288,106.713989,38.554852,380.942932
140.582993,164.820740,237.518082,503.545349
91.569954,116.019257,106.476959,274.336578
67.266151,98.497765,139.282181,368.845428
43.924942,47.192936,122.092964,226.812546
143.778168,204.875748,235.423325,571.142700
248.703857,307.398041,291.213623,639.802490
80.023911,165.060410,190.107910,545.348816
101.411194,159.878403,190.107910,450.497925
92.669228,125.469917,137.604202,361.305878
93.331635,200.182068,184.218719,341.605042
75.359627,174.806198,116.719376,347.954041
86.970291,115.455307,144.184372,409.811249
72.545357,55.571781,108.423058,219.580597
49.100193,109.866135,125.521797,311.323059
78.343948,112.264000,180.695221,514.254456
380.191559,558.208008,563.199890,1299.615234
78.618683,151.085770,159.767380,281.915283
56.591858,99.670769,120.733841,257.028168
63.903206,96.035896,154.491745,294.798370
102.420914,55.025505,191.771179,414.286469
70.113579,71.903397,123.969368,283.961975
50.572258,59.042492,89.454575,288.189758
45.054634,71.782104,110.044319,322.857300
72.994469,100.112785,128.496185,280.209167
147.722427,225.097565,267.270447,598.307068
133.142624,173.314835,189.148117,507.161072
89.488037,57.250015,110.627869,213.306244
81.940948,52.692387,152.560471,217.306000
55.429714,87.293571,121.898819,229.152542
98.268723,139.215759,176.271835,321.433685
84.237297,98.560799,139.346710,305.615814
54.310204,32.038124,92.381653,232.385834
63.303734,33.544041,144.119919,372.477234
123.150490,133.215149,193.561859,473.083801
95.252792,101.508606,158.481064,270.783020
159.227371,124.535240,211.056412,377.181885
68.460388,157.545547,114.581566,408.675232
133.391724,212.794449,241.197922,574.715881
136.432159,201.350159,190.939590,438.806671
122.484917,177.206039,200.974655,484.509094
107.097595,125.344566,159.895996,373.418457
56.861988,56.466274,105.244110,217.030228
86.937996,83.118088,116.654610,344.307556
66.463615,170.773773,313.867035,444.323029
51.812519,99.425850,73.289421,224.540543
81.207748,173.111847,144.893585,423.093384
106.717560,122.398788,214.752975,618.964722
61.689617,120.300461,94.462265,231.216537
61.788506,91.252502,118.662186,300.787720
142.569138,160.326355,186.075745,390.938690
128.351639,153.491302,144.377823,454.743561
70.998520,52.305347,91.210976,260.178680
81.968124,116.565941,147.407349,273.106750
102.862900,115.623055,182.489243,440.668152
60.158535,67.200485,45.752136,162.262726
111.883316,156.406967,191.259445,421.759857
132.459152,123.875206,180.246597,497.228821
152.322891,232.074417,267.270447,523.305664
105.396469,218.873016,130.629089,428.358002
141.803375,210.209518,202.443359,408.675232
109.788673,132.359329,124.163437,339.915344
66.831596,134.256470,126.944519,357.532562
58.872917,106.673828,144.506760,312.273773
294.413635,387.161255,359.462128,815.839417
154.840210,251.516876,236.185150,706.222290
87.912582,131.487747,158.095123,400.047791
143.512222,169.789047,109.266167,277.068695
92.601875,104.914742,125.004364,344.510223
72.444771,112.512238,162.403458,292.755219
65.666649,41.797188,129.465775,260.794922
110.846260,153.271729,191.899109,559.367676
161.759079,220.077896,277.048828,690.981262
144.572510,165.223450,246.016251,594.684143
133.595245,187.142700,186.203781,513.532410
77.826469,77.569061,137.604202,268.390076
83.522224,43.106758,182.425201,289.416626
77.813728,56.667809,142.378784,304.188171
131.677505,154.587692,157.516144,371.804840
62.010521,113.926155,154.169891,258.398132
54.584637,86.293663,107.450081,341.199554
155.264725,218.394043,186.331818,441.532257
54.213642,164.904816,154.620453,347.954041
78.206902,48.514442,167.222519,317.771332
152.818100,188.700424,248.423920,689.200378
69.876266,176.473450,201.102386,490.971313
87.496353,31.723751,93.617104,253.327652
100.658760,89.531853,159.188568,388.458069
89.274696,122.271034,140.056473,261.411102
89.398933,97.223549,177.426071,388.726257
99.406052,152.901276,131.146042,378.794067
59.483734,71.343689,126.556534,368.710876
110.946594,141.031372,149.726791,400.984711
104.016014,125.855858,182.168930,324.822754
103.202019,158.772415,222.520889,453.085480
71.887329,90.018021,138.120544,329.022644
71.317200,151.225403,131.210663,309.557129
76.377419,113.060112,152.496078,359.082611
45.684017,56.952221,85.875122,242.281799
90.527924,172.112579,131.146042,306.431458
111.153633,77.604088,98.231575,290.029968
78.079056,117.450134,187.228058,365.749939
51.819244,59.268387,119.244919,280.482147
58.215214,73.267876,123.257698,243.037109
90.743690,143.273804,133.730133,289.280273
93.393784,102.654724,170.625656,326.652130
203.856796,284.962189,330.813446,708.061035
39.747612,51.487137,33.338692,180.108292
87.205994,166.103683,150.306519,402.389801
125.782051,198.896317,160.989120,443.592255
77.655235,107.803139,140.766174,396.231628
72.745956,169.905365,159.059952,438.474213
110.293152,94.428841,140.572632,334.369934
103.647339,131.447083,139.540298,368.172668
88.562378,83.295479,118.338440,242.625122
160.288086,122.810715,224.938293,508.278198
50.804855,73.078049,110.887207,321.230255
55.039814,54.963814,146.634003,216.133911
85.902863,99.329048,196.758179,409.143066
79.370270,104.058250,131.275284,267.364227
75.658951,117.517525,205.443405,428.890869
86.785019,73.042625,137.539642,318.856689
101.575882,101.329674,164.524323,399.913910
288.658752,378.616425,387.407959,745.017944
81.623123,132.225739,162.339188,400.984711
112.516647,225.082733,306.973877,689.581970
127.935654,87.937561,230.723282,469.049866
76.729034,179.104752,131.856781,339.171753
26.782797,107.901413,14.720654,156.836792
46.134365,87.892128,95.567314,376.510010
105.215614,108.153664,157.644806,278.843933
86.707649,89.095100,202.060242,352.475372
56.973465,57.119591,93.812149,185.930359
357.932709,393.205994,496.692139,1169.767822
44.390236,114.659393,113.220757,318.246216
95.508636,104.871460,152.946777,389.597931
72.545364,144.728973,138.507782,335.181763
65.217674,207.883194,87.957970,340.591309
53.476391,51.254101,118.597443,159.759018
118.963745,179.314804,179.285217,531.295471
83.284355,54.859818,90.300308,244.272858
157.258148,151.343536,202.571030,597.466248
92.936157,117.176910,233.137283,470.174377
123.236252,173.052521,219.529556,473.612671
122.551826,205.884857,183.450134,445.120117
89.609116,85.769035,117.302292,266.953857
76.435982,106.769333,96.217239,292.755219
76.443993,105.887337,89.324448,286.008057
142.481659,177.192764,267.459839,609.032776
104.686996,103.513741,180.246597,318.246216
122.089478,119.801514,154.234268,252.162231
137.170670,139.532166,204.869049,398.909851
142.537567,127.715736,180.054337,419.291962
119.869911,140.184540,180.759277,429.490265
78.617386,92.329712,123.387093,291.324615
72.959328,135.296097,109.525558,333.084320
14.446546,12.081940,2.970371,37.630035
190.135971,213.783463,262.406555,773.317078
22.834312,90.557159,163.367584,353.149902
42.051384,92.697021,84.963661,180.108292
125.349197,159.062668,200.783081,514.057556
211.775055,251.579269,323.003174,710.469421
74.986969,112.084877,117.043236,210.270279
184.697388,226.717941,301.892670,639.224731
90.639038,149.498642,143.281662,332.475250
126.270699,119.464912,140.056473,314.649841
185.800629,268.965179,351.691681,733.989258
60.604858,67.158089,96.542191,265.106812
72.290451,162.745514,174.732513,371.737579
84.303307,104.842644,134.828049,449.900604
