"Comp-APC-A","Comp-PE-Texas Red-A","Comp-Pacific Blue-A","FITC-A"
34.541603,133.580429,172.615265,399.110687
163.884476,187.157639,277.742126,663.055359
83.926231,132.801041,130.176712,373.687317
89.870102,176.791580,162.403458,374.090668
95.052078,112.316513,196.438644,390.603485
82.639366,102.125435,139.153122,254.835526
88.052368,135.141800,162.981949,339.442169
41.327030,120.774666,87.502403,284.848694
67.256302,56.209255,86.330811,134.598755
110.057213,125.971245,137.475113,322.111633
80.422874,135.917282,131.016800,350.451294
131.324448,170.554062,211.502670,495.385193
107.986244,73.229988,184.346802,347.886536
45.321747,74.728302,89.975044,262.848572
216.545044,190.826691,354.863342,780.761841
67.712112,84.464943,124.486893,189.601089
83.905045,70.173439,60.543865,220.545349
88.049004,91.683701,127.979004,270.509583
102.921089,106.138344,246.459854,402.924957
114.512596,140.659500,188.892120,340.726440
98.064072,107.516022,150.306519,333.557983
83.761513,110.376831,111.665154,382.352722
77.679367,119.836502,130.758316,328.887177
74.470634,83.333763,123.257698,203.364960
100.121025,212.713211,185.819626,432.153564
87.842300,96.437248,142.056290,332.407562
109.693382,106.132843,187.548111,484.047272
132.189651,122.869682,175.758774,405.800812
58.487228,105.555534,118.985939,293.708740
119.704346,126.732895,120.604385,265.585724
101.766434,141.939850,204.741409,405.466431
87.916382,115.224762,187.932159,407.873230
66.069138,57.527779,61.732536,206.473267
92.884315,131.972504,217.746765,546.132202
85.839920,168.488373,161.824905,378.256714
363.961517,612.666443,575.624390,1239.319458
301.747070,367.474335,445.140228,1084.521851
128.826630,176.886795,228.626099,456.135956
104.835190,158.549469,169.791107,394.557159
93.302711,71.347832,120.280724,424.893188
33.922413,97.082634,76.297974,226.606033
55.534523,28.612682,87.762726,116.347389
117.175766,166.010010,142.959229,336.805145
130.632370,129.813110,195.671646,362.518219
83.973557,110.913414,153.011154,358.071747
97.420418,74.432396,132.373611,333.760986
102.659523,143.871933,140.508118,222.543243
77.651802,152.923355,151.079391,295.819672
58.034706,89.556419,129.724304,298.270172
90.718513,86.173698,159.124252,496.899628
220.285339,331.124207,434.549591,866.477295
153.656662,260.124542,296.115936,672.188477
58.527161,46.955502,120.604385,261.548004
106.546600,125.118568,130.564453,373.754547
63.110943,106.319199,69.855309,265.585724
65.367432,105.011444,99.985466,241.114334
80.465614,114.219315,169.084869,385.439728
87.762215,98.891685,169.791107,310.508087
43.404839,102.073425,94.592278,228.326752
45.663952,44.698971,75.515503,199.287292
244.710770,289.291992,290.081757,673.273254
1030.987427,2548.067627,1078.541992,3485.024170
99.968590,151.291107,175.245667,458.720978
63.166679,133.162033,191.387390,401.051575
205.566071,233.837128,277.490051,624.503418
99.907745,129.358917,183.065796,349.776459
132.714813,161.465439,270.489685,597.919006
62.544346,133.805664,180.823364,468.520660
76.035614,180.774261,164.909866,460.907532
84.950714,84.872429,170.882416,392.949158
76.485313,99.260078,130.758316,311.730530
117.213608,84.921303,206.209137,438.939667
84.721680,123.824730,136.313110,334.031647
110.950272,164.013702,107.255470,387.183807
98.948280,145.895737,164.845612,435.946747
67.446648,84.005623,62.591026,286.894440
60.609909,59.097034,88.478561,205.575470
84.718925,130.809708,168.250092,330.173737
149.038040,153.957092,236.121658,505.386353
79.749123,120.634018,142.314285,418.157745
87.153206,193.969315,209.653656,493.079865
105.753143,141.331680,137.539642,424.226685
73.329483,182.243484,152.045349,366.826843
92.087593,76.586014,117.431824,318.924500
347.570160,546.755737,589.149658,1500.087524
54.889458,113.231430,139.282181,334.775879
72.121269,207.892044,171.139175,336.331696
78.034073,94.014885,167.736328,381.278625
116.244362,153.889221,235.486816,478.039703
181.907196,165.971191,296.304382,749.234253
60.358986,91.510841,127.138504,312.613251
183.038101,227.910950,300.009613,598.242432
108.947021,139.595215,152.302917,444.455902
106.650696,168.542023,215.262680,465.741333
61.444134,76.632385,107.514954,280.413940
164.222641,289.478546,273.770172,522.388000
159.782257,158.210617,319.625763,550.634399
83.657135,71.611244,123.128296,273.790009
85.586906,157.381516,160.860535,419.758942
202.956497,223.232635,296.555695,668.932922
66.496788,104.428459,105.179214,239.465775
109.950600,151.132950,283.600464,539.470276
123.091087,149.559616,156.551086,388.256866
58.705585,77.174522,91.796341,290.506989
58.200405,67.407181,131.792175,232.867233
110.107155,126.987976,128.884048,323.738464
99.700012,91.470856,125.909843,410.011749
57.094627,153.647919,145.151459,379.868591
88.387329,202.348251,172.294403,397.169159
120.906586,106.382599,165.423859,447.178864
47.830322,128.053146,90.170204,199.632965
146.967285,173.096832,174.860794,398.776001
130.011459,205.581604,180.951553,512.088013
51.144852,96.099236,113.998405,205.989853
128.743332,233.168320,203.528656,496.438721
114.683540,185.811081,151.465805,364.268982
88.642708,94.727242,128.819397,363.258972
76.006523,51.883633,87.242073,353.352234
40.768204,103.412506,110.757538,223.851883
111.166832,142.184937,121.963539,348.899078
136.857742,210.995117,200.399872,445.253021
210.405350,295.723480,317.435638,703.812012
117.612617,143.723572,187.612106,401.653839
51.578533,69.228355,94.137215,306.635345
79.693909,75.707932,137.733292,320.891235
230.537048,232.416000,350.322937,679.076111
324.775879,449.641998,634.821350,1437.913696
62.898289,72.644974,141.733780,295.819672
65.453026,145.550156,122.287109,344.037354
81.306259,108.038963,128.043655,216.616577
78.872505,103.374260,118.662186,337.346161
194.411667,221.562271,290.521942,721.799683
92.302635,128.668640,169.726898,376.778748
63.936218,152.479630,125.974510,372.208282
104.413948,236.649872,185.243347,518.913025
133.575729,150.593277,264.238892,581.920471
58.967407,64.578201,110.368523,261.205688
98.233521,142.774704,218.319855,544.957092
56.052124,111.027496,112.248550,285.598877
46.413120,103.560875,110.109161,323.399567
148.330627,146.590302,171.460098,383.762207
90.164085,152.893799,149.211441,409.677612
111.458839,219.755753,216.791458,561.060608
39.164505,119.051758,128.948685,350.383850
148.809189,200.638809,184.474899,470.835754
128.983765,135.725296,153.075531,387.385040
147.288956,210.984177,193.817642,489.587128
42.291569,127.614098,140.314560,350.113892
72.389671,135.076859,154.169891,386.110565
73.530769,102.553459,166.194794,343.024017
170.744812,158.360016,181.720444,447.909271
71.581345,71.912476,97.841766,209.027878
92.741081,86.507072,119.309662,288.871368
101.290352,132.599960,140.250046,368.576324
94.445953,142.423203,139.024063,341.334747
100.402756,86.616531,150.306519,290.847656
117.416344,161.878464,209.143494,467.065002
26.410707,79.455811,89.909981,200.808075
76.204201,75.511551,178.644196,389.463806
83.094856,93.940163,132.955017,282.597595
62.053722,108.619682,137.346008,365.278809
156.888977,237.483246,201.102386,481.671387
102.027924,144.654480,193.497925,392.681152
116.203339,116.415489,173.706055,411.882294
288.921967,486.868835,663.281616,1042.267700
36.941776,90.079117,68.930756,170.115295
79.403084,85.737007,93.096939,193.477341
93.881897,185.795425,212.076385,559.758423
-2.600512,45.151920,41.129986,86.800095
96.161034,130.371887,133.536362,362.854919
157.034744,159.206314,194.968460,381.480042
111.827087,119.607109,178.259552,300.447571
90.642944,81.602654,148.116165,320.687836
85.165916,58.064297,100.959641,239.190979
60.994911,91.212364,95.957275,221.234360
98.004402,152.771149,150.499756,307.314941
64.061714,107.198586,70.713829,207.163803
5.754123,74.068977,90.365364,191.954819
77.476440,56.005390,167.864777,412.349854
99.003151,176.294785,149.340271,358.880432
60.532742,45.448921,130.112091,177.195251
115.189575,51.278645,156.165009,245.096558
63.495346,91.826447,99.206032,294.049286
187.851578,320.274353,270.678986,647.500305
33.832813,124.903374,51.563023,266.475037
49.359455,143.521393,133.471771,374.493927
118.443008,91.771339,213.287384,439.272095
50.769901,71.054893,76.754372,175.183136
73.156517,115.884377,132.373611,266.132996
131.996704,248.471405,319.813446,622.636292
103.935364,123.051857,132.244415,366.423035
66.809364,84.267181,142.314285,267.842987
65.763268,140.603500,163.624649,433.351685
90.400200,143.636917,156.229355,358.947845
67.322342,62.403961,86.721375,241.938446
80.885529,119.050819,134.440567,301.535950
87.709213,144.887238,112.313370,335.722961
78.613739,181.954971,150.242096,456.600006
83.002419,106.639122,119.115425,219.787338
178.602295,276.961548,269.795471,664.717041
135.310730,135.376175,217.364655,526.581482
82.428551,86.409065,99.270996,254.355789
79.313644,110.424690,175.181519,272.765045
95.173988,96.283264,188.252167,302.760223
70.353668,70.966797,84.247414,257.439178
54.666416,68.372673,85.679825,233.623672
76.639015,57.162155,98.426483,306.431458
99.799591,130.218964,132.761230,318.246216
89.269356,159.480789,172.294403,397.503967
324.282623,480.186188,619.584045,1402.031250
62.865501,115.929764,91.406113,280.959930
43.490322,128.194305,113.155945,362.854919
49.102268,79.588417,110.109161,289.212128
90.929207,163.714157,120.798576,393.686249
15.003578,33.805035,107.969017,217.926422
52.449043,90.136925,90.430420,349.371552
51.560974,71.948807,80.078506,194.722794
111.394249,117.255257,197.972321,445.651489
63.141186,100.628563,131.339874,302.896210
58.647640,108.643356,57.374107,171.018082
112.224724,126.112961,178.451889,407.873230
69.853951,114.082161,121.704674,332.136810
26.366938,132.228668,40.997929,212.961334
64.891861,130.040146,131.210663,398.976807
137.337631,176.528824,203.975494,508.081085
62.246937,144.839722,94.917305,374.561188
60.313496,59.387497,133.278000,260.657990
92.470222,55.480904,116.201195,304.460144
133.626465,131.188477,183.450134,395.963745
62.658909,127.028358,128.496185,311.255157
95.366486,167.062592,210.418854,489.982635
37.053146,28.741047,101.089516,229.014908
93.588387,120.674240,201.677139,379.129852
61.379864,114.895439,134.375992,384.567474
68.091293,102.073448,101.219391,275.156342
323.684998,476.459534,541.024536,1338.985352
136.164551,146.169174,264.870605,456.135956
118.067833,166.003769,142.378784,395.829834
78.584137,126.918518,116.006866,330.173737
251.179245,308.677643,352.935638,804.370483
28.372288,46.443501,73.487541,166.780853
77.340225,119.700775,146.118378,424.026703
101.123711,50.561398,135.086349,333.693329
102.331512,193.489243,198.802917,451.227814
61.267879,99.958099,113.998405,319.670624
157.372208,193.527023,262.343384,558.520996
53.460751,53.783707,102.128433,239.740540
101.280273,81.195038,160.667648,259.562408
55.099739,78.987877,87.437325,225.229111
40.454048,93.361046,63.053295,198.042755
197.227524,242.851440,234.661407,467.991364
93.743080,129.700226,209.781219,467.594360
120.983330,117.302589,207.421326,510.117706
47.543694,36.795170,97.776794,179.414825
51.160378,116.952354,109.914635,292.891418
113.710358,128.554733,191.195496,401.185455
179.783813,207.185425,282.970825,671.997009
137.452423,240.220306,294.670807,661.329163
118.300018,96.943413,177.297852,312.137970
29.352057,52.231838,89.454575,195.622116
39.280228,58.331837,116.654610,234.242508
80.766975,88.973297,170.433090,334.302277
129.475815,188.760941,153.590561,377.181885
105.599785,102.274284,133.988480,306.091614
159.984268,157.057251,183.706329,591.965332
67.756271,117.293549,80.208817,233.279877
91.487595,103.446632,148.889313,247.704239
101.035843,97.686569,204.613754,340.658875
94.534286,152.022385,176.848984,367.970795
33.253197,64.203445,93.161964,166.155457
167.264725,252.077301,270.111023,638.518494
84.346199,98.808304,146.505096,322.518372
45.711460,141.936462,182.425201,455.738190
108.927971,185.761368,190.939590,374.493927
160.148056,199.947113,243.607590,502.229980
68.705276,94.430351,131.339874,334.572906
88.610886,114.327393,113.674400,260.726440
160.988022,220.542053,246.586594,679.968323
58.608276,64.780502,186.523880,344.442657
96.659668,100.547058,157.902145,403.593903
93.802788,101.281769,137.668732,284.439453
103.963997,68.990158,60.808014,310.847656
279.952271,452.563507,448.013885,1047.096802
95.702881,175.552277,169.855301,291.597107
149.655624,190.181183,222.202744,509.789276
93.716331,90.492546,134.505142,388.592163
114.251358,197.518494,199.441757,499.400879
127.140549,186.017044,249.880722,680.286926
251.035614,333.844421,398.275421,950.784302
89.974762,155.659302,151.465805,355.173065
38.078987,44.358257,89.064186,192.231659
129.291962,160.036301,202.826416,479.096466
79.830208,139.238907,162.082047,404.062073
101.382607,104.168564,185.371399,293.708740
64.812378,140.765198,126.491867,271.739960
64.878899,86.575645,136.506805,363.393677
137.859634,137.798721,157.580490,287.985229
115.095726,151.526657,212.076385,399.913910
69.710251,103.772964,101.803795,248.939072
107.600182,170.276794,151.336990,447.444489
104.667252,181.252930,158.223770,389.866089
220.721527,449.004303,386.975281,807.053284
96.628975,193.159348,196.246902,443.127136
109.102562,343.750977,369.950592,605.933472
91.920326,95.895943,228.371841,480.285004
58.224957,80.621918,84.377647,254.904068
48.331455,53.637966,89.909981,182.881363
110.826706,148.234558,199.377884,380.002869
91.461876,105.760513,190.235870,318.653198
133.213638,156.501816,186.715927,465.079407
75.520943,166.866791,169.213272,421.759857
54.134113,63.808880,66.883537,160.941437
88.868744,81.299164,63.515564,257.644684
53.245880,135.313538,115.099899,254.698471
89.247368,126.456589,119.957062,388.659180
79.689819,121.403000,129.401154,262.095642
120.973717,155.632492,210.865143,422.226624
102.468315,124.505943,145.473785,380.607208
96.574509,164.920471,129.077957,374.695587
43.739407,111.276764,72.893173,230.528610
72.276726,99.647743,80.208817,239.259674
59.476810,116.261246,187.100037,476.982849
60.160774,73.933762,67.015610,173.656250
247.896729,387.208527,516.582397,1141.061890
116.091011,87.126534,160.860535,321.094666
92.277397,154.304214,174.796646,390.067200
71.710960,129.311539,109.201317,242.007111
74.713112,138.545685,211.948898,433.418243
123.022141,179.573364,210.418854,504.268677
123.827049,249.836533,232.184525,556.762085
110.910873,91.888710,216.727783,553.112366
69.480675,80.025932,170.240494,341.807770
111.775078,214.458893,229.198120,522.584656
79.053848,70.850708,150.370926,312.205841
147.292862,209.974274,211.948898,516.813843
148.237305,119.453880,269.101196,575.754944
60.283638,102.650597,86.591187,240.084045
84.510994,159.160599,145.022522,336.196411
119.409569,128.036942,152.109741,386.311798
142.747818,267.189209,276.796661,505.583588
69.880203,87.093689,158.223770,257.850189
88.802887,110.444008,139.862930,285.939850
186.494904,251.551697,283.978210,650.256042
78.399117,114.540085,101.284325,267.774597
65.536659,141.702255,129.788940,395.628876
54.429783,129.888229,102.453056,305.683777
37.964157,104.048882,135.086349,252.093674
63.086739,78.728424,98.556419,297.793762
88.229942,132.969589,197.205521,437.942200
39.992153,78.142998,91.471153,204.608444
97.370720,162.315414,162.917664,341.334747
110.587387,209.051819,231.295105,484.443115
55.252907,43.525669,81.186150,180.454987
100.559402,154.168076,189.340073,472.422699
155.941315,112.929611,204.741409,420.359314
72.021156,57.896652,111.470680,208.889801
74.426529,148.159683,160.796234,358.341339
100.816597,128.431671,148.567184,363.662994
107.296524,142.470169,198.355698,447.710083
55.527817,126.946457,140.314560,373.956238
72.456032,103.450340,164.781342,422.626709
77.519669,176.537247,206.464355,465.145599
62.332241,117.621094,118.467949,294.934540
87.373497,120.092522,196.630371,405.800812
45.647785,98.995232,115.812523,260.589508
39.744293,11.344105,128.496185,230.391022
29.053596,92.813477,60.279720,182.465485
79.430664,73.548813,131.081421,336.466980
72.466423,124.395630,170.754044,297.521515
89.772255,161.216187,115.359055,362.787598
82.722832,105.275284,164.652847,396.700409
70.155380,139.411896,195.415939,409.677612
165.622070,343.453857,363.126038,848.569580
97.576157,165.342453,141.669296,346.266113
97.619720,150.471237,201.102386,537.966919
94.812279,219.412491,178.964706,371.334106
63.216782,76.046432,106.736481,313.088531
91.972382,180.407455,160.989120,345.253174
69.386093,138.386642,142.830231,336.466980
68.734329,195.603699,130.887573,364.134308
77.757751,123.671883,156.486740,271.261505
90.094711,175.631378,203.145630,357.060730
247.204147,388.817596,390.312195,939.784790
116.921288,183.440735,203.464813,450.298828
26.328285,52.315403,94.202225,228.670837
70.936775,136.163025,67.940170,269.552460
141.365494,279.329590,352.873474,663.630615
121.996681,191.371658,162.210617,411.748688
30.478014,92.078629,93.292007,240.564865
233.707230,361.820343,353.184418,737.394836
167.378540,251.008545,292.785339,538.359131
65.250130,135.092606,121.316360,293.572540
133.556534,89.546532,149.791214,397.169159
88.033157,131.130112,129.595032,354.161560
135.398529,117.669701,165.166870,381.412903
100.543114,150.116104,143.604080,475.859619
113.000679,179.116302,170.047897,462.232239
64.238548,111.962814,133.600952,284.098419
86.141220,163.789459,232.819733,454.411957
71.196228,130.256622,116.525070,456.798920
106.686089,129.232635,116.978470,348.831573
85.604988,117.539383,162.274902,347.143921
111.494804,164.795959,145.473785,470.042145
44.758942,64.924362,134.505142,232.592163
70.399536,94.115250,111.665154,276.658936
80.144699,122.527740,59.619350,377.114685
81.080231,160.773468,122.675362,409.209839
63.234928,74.145737,92.836838,201.430099
89.499535,115.200317,121.963539,284.098419
72.663658,78.361267,68.600555,205.506409
82.298531,126.014122,106.022781,248.527481
54.140514,31.978519,87.632576,245.645615
114.382790,156.925842,227.481873,473.414307
60.086933,73.671844,159.767380,254.424332
68.756096,147.074921,153.654922,306.975159
348.403381,500.724854,805.675842,1355.350464
253.949982,302.393280,301.829926,675.824768
67.128281,79.629616,129.077957,338.766113
116.295647,176.723129,237.962311,508.278198
68.697090,141.256836,104.724937,314.785614
51.698219,54.482975,49.185818,150.709747
84.753944,112.907852,104.140823,304.188171
100.820763,156.617416,188.892120,363.797638
86.958023,109.566513,145.925003,412.617004
72.434898,83.696594,167.672119,411.949066
122.237259,115.124763,147.793976,344.104919
71.272522,120.475700,101.998573,304.528107
58.225674,79.903992,107.450081,246.263290
55.133636,74.071922,102.128433,276.863831
44.151951,63.679943,80.143661,199.563828
48.950188,91.917343,122.869476,334.640594
46.210384,130.704605,105.957893,287.712585
21.881411,66.919624,112.896706,204.677551
118.047157,150.971680,250.767273,474.339722
55.260094,80.255142,93.617104,296.160095
91.106094,101.272171,176.464233,302.420166
86.873810,113.432808,141.669296,302.488190
59.708340,117.705315,116.784149,297.861816
37.005051,126.486481,97.776794,289.552917
57.775734,116.183037,140.830688,215.030579
91.611862,71.651146,159.445831,270.577942
92.665848,89.638664,98.231575,259.767853
80.398972,101.379028,141.927292,278.297791
77.236153,119.213318,123.192993,313.767426
106.676178,172.552307,216.727783,464.086395
111.133743,144.518997,198.994568,513.795044
37.717003,101.000694,60.345757,146.250092
72.452751,68.429993,89.454575,271.329865
81.584183,114.975838,161.953476,311.390991
79.540596,133.455231,142.636765,328.142242
50.446289,97.486656,132.632034,324.483917
74.279800,84.754402,180.310684,321.433685
57.417068,73.472107,114.063202,211.029419
101.742775,168.103577,180.951553,417.090088
48.471092,141.288513,96.932083,185.583954
147.766815,199.018707,192.986343,473.546509
82.067749,192.091370,184.218719,482.397430
43.929565,84.843040,112.896706,346.063568
74.626518,187.436661,216.536697,551.873535
27.144781,96.774963,47.204842,189.878052
67.902496,127.718117,83.726456,303.916229
52.740421,111.103416,128.172958,380.002869
60.326122,149.173584,125.327759,297.657623
82.254684,109.247826,111.989273,217.857498
30.306005,84.185135,108.682495,215.513321
153.189621,225.248260,340.919495,830.729004
87.241867,121.839302,228.181137,505.123383
99.803215,105.368423,206.655777,270.031036
139.183319,122.596695,216.027115,456.135956
58.698391,115.368805,120.992737,290.779510
134.763870,134.375977,211.247696,564.575134
116.956856,134.917267,173.064438,415.688416
56.374714,69.677597,50.638554,190.847290
68.598747,137.615601,169.534302,307.654724
106.537415,118.534996,143.862000,393.485229
78.623032,99.124504,121.186913,263.532990
73.222908,166.457733,152.560471,653.330627
80.537613,126.791786,179.669800,275.907684
88.401939,133.892319,144.055435,407.672699
84.404907,143.116058,155.006638,363.595642
253.954437,320.838226,400.618958,884.519104
64.268822,49.465225,73.754585,281.574097
78.634079,75.023232,127.203148,284.234833
95.820023,85.758942,152.560471,328.345428
53.025188,143.100632,71.572357,298.678497
84.244881,140.620941,206.528152,435.680603
84.643890,83.550850,72.629005,256.548584
286.537506,337.773071,403.577850,1078.552612
101.741974,87.314117,139.540298,395.561890
83.148041,94.712616,118.856438,316.007233
84.673401,122.034363,163.945984,430.023010
65.118706,100.899063,90.235252,256.274506
52.887089,137.003891,134.440567,380.002869
72.152336,63.661095,83.335701,253.601852
71.338959,95.218704,153.912415,411.815491
83.146423,116.620819,146.827347,400.850830
54.610310,95.692818,195.927322,364.538269
79.146408,169.577560,196.822098,429.157257
60.698204,83.866928,143.346146,286.689911
112.675049,97.018547,134.440567,296.636627
69.458191,107.322823,103.751373,308.809814
36.814564,150.657211,143.281662,372.410004
31.488089,80.539726,38.158684,205.713593
54.217308,104.247993,129.853577,276.454071
123.679482,181.844528,179.797989,434.616089
165.896194,736.264954,1905.962769,2902.118896
138.811356,114.224335,169.598511,321.908234
189.529999,281.416565,207.102356,672.571350
91.775154,95.790619,119.050682,322.992889
137.089676,166.801239,143.346146,365.951874
54.686954,26.923399,111.211365,198.595917
128.938324,177.016525,221.630020,424.293335
104.942474,173.977768,172.358582,385.439728
30.357113,31.753611,108.617630,138.717468
60.745926,93.159836,126.815193,238.984863
100.337738,204.891190,233.899399,608.129028
94.681427,229.794952,164.074509,461.040009
40.153915,94.219963,105.309006,290.098114
120.462509,163.201920,254.059021,575.105652
84.645302,111.814728,127.138504,262.643250
83.033722,117.336143,122.610664,288.394226
108.652588,103.609909,181.400070,418.958405
102.191666,109.003372,153.075531,312.002136
27.274616,116.584839,80.339142,256.480072
196.386124,279.620239,317.811157,706.475952
126.993530,183.907898,229.643005,476.057831
88.676262,119.743896,143.926483,344.577728
43.232658,109.611160,102.453056,211.995438
61.411819,96.284981,102.517982,209.580093
64.262726,109.580124,102.453056,182.118881
94.125305,93.606026,212.140137,561.776672
108.291519,177.332947,337.240997,638.518494
92.505875,167.711807,209.653656,460.576263
33.120476,60.302219,48.195328,155.723206
78.419022,132.950775,153.268677,344.645294
33.628452,67.694313,81.967896,309.489166
54.062897,86.722839,133.278000,282.188202
105.706314,177.251938,142.056290,290.847656
102.052979,225.880310,98.426483,370.392578
79.997887,155.702713,110.563042,356.049561
85.675026,189.492523,198.227905,543.651245
54.932674,108.967697,83.726456,241.663757
124.272491,213.194641,214.243256,581.920471
53.123276,106.042679,114.775940,272.765045
67.411285,79.371414,130.952179,268.048126
71.945808,96.540184,163.239029,324.009552
67.434647,106.564865,120.280724,338.360413
87.574829,147.004303,143.797516,495.121765
76.970932,101.267441,155.521500,296.704681
90.529816,176.414429,239.294830,486.554047
18.355732,73.846413,91.145943,196.452133
194.890457,251.887573,327.815582,499.203461
60.263611,96.721870,123.451797,245.508362
70.206604,89.795631,113.155945,324.009552
135.303558,187.846252,229.897202,550.047424
101.249825,94.533112,93.161964,237.885498
41.728466,89.831734,96.022263,236.511032
137.576126,224.810928,254.501999,604.706238
121.341377,114.722832,185.499466,330.986115
90.732925,173.197098,185.563507,430.089569
46.576565,52.573318,64.836334,206.542343
97.175583,77.237267,131.921387,297.249237
1189.570679,1811.396729,1984.616699,4736.550293
68.348518,-14.423779,88.348419,14.751337
70.405067,107.147804,157.323151,337.616638
95.750877,161.500778,176.848984,434.083710
76.451431,103.175743,153.075531,430.888641
258.421936,323.500427,465.162628,1197.132324
87.844666,125.292282,169.213272,362.046783
133.815491,105.301857,208.760834,398.307404
129.397186,221.471207,154.363007,404.396545
90.156044,95.107414,115.099899,256.822601
120.988022,228.074646,208.123001,404.062073
93.216171,135.719376,99.595772,325.161560
96.190277,183.189484,244.431702,514.385742
92.154083,103.027145,193.178192,360.160645
48.791679,90.267311,121.834106,268.253296
78.360458,133.461411,146.118378,357.397766
115.505241,121.384995,132.309021,394.557159
59.396896,83.197655,116.330750,230.803802
129.952438,196.801437,248.550613,465.807526
93.348488,167.263092,214.052094,378.189545
51.828056,112.219055,86.070427,235.617462
72.764435,86.674751,96.087257,277.956390
41.691292,41.484283,98.881233,190.431931
62.895489,103.041336,130.241333,328.954926
112.990807,142.815079,185.691559,424.359985
92.789192,117.325584,123.451797,331.392273
57.628250,91.493607,93.552086,242.213120
94.368919,149.314743,264.302094,591.576843
80.676910,42.466690,119.439140,277.000427
70.858444,33.330235,96.737137,207.647125
232.469162,308.498016,371.376465,864.263977
143.582230,144.111557,166.708679,394.021210
61.746445,82.830063,74.993797,176.709625
109.014412,167.367935,169.598511,482.793427
93.623329,175.279404,219.211243,382.889709
35.479137,64.127464,86.330811,212.685379
71.329224,61.621975,57.440140,173.448029
112.760330,159.635956,149.726791,409.143066
57.864586,158.058594,122.610664,250.722321
104.004974,142.709824,164.524323,347.211395
123.345161,218.052078,214.816696,471.563141
118.751869,243.764847,214.625549,534.435974
100.436638,118.812347,171.652634,442.728485
257.596008,306.801331,344.034973,745.962219
121.553093,144.537933,236.502533,514.451416
63.733406,141.516724,142.894730,258.809113
77.082878,130.994629,166.387497,306.771271
71.133430,107.717949,150.370926,364.874878
59.991074,117.954018,119.633369,321.094666
48.857975,74.767891,86.851555,313.767426
122.096954,182.087540,285.929565,543.455261
49.616199,132.369461,123.516495,278.639130
105.893730,100.696877,120.474922,345.320679
112.876389,121.833473,150.113281,264.901550
98.396317,124.645584,85.744926,227.845001
75.500954,87.630096,149.920044,374.157867
57.590313,110.878510,126.297867,381.681427
43.098675,59.289249,93.226974,196.659653
64.170448,99.113503,111.405853,245.439728
38.995674,66.749260,83.596207,197.005432
59.486729,48.901684,97.971718,269.005493
34.808662,85.254494,80.339142,225.229111
78.659393,108.746445,140.056473,344.847900
61.804089,67.287582,84.312531,258.877563
142.206909,169.361404,270.552765,627.463684
69.215340,85.175476,178.387772,427.891693
144.508789,144.299927,240.246460,605.933472
46.460033,59.847927,89.259384,269.552460
97.586960,82.268150,125.198410,366.557648
81.726692,117.608650,192.282852,361.575317
711.991394,904.522339,1062.823608,2588.164062
98.919823,207.134109,247.473663,633.829346
77.545586,151.524155,172.679443,485.564606
116.787506,193.941849,199.888901,472.422699
79.051285,190.630478,164.074509,452.687439
55.681496,62.696888,71.110077,204.746613
70.022438,68.868202,130.822952,258.466644
107.807327,119.052872,198.164017,493.145691
85.995438,200.130539,160.603333,408.341064
55.551315,93.182320,148.245041,305.207947
234.253799,315.518219,444.956757,871.105103
91.724899,104.083771,60.015572,616.064392
98.387299,139.305817,139.927444,440.269318
26.549089,37.453735,117.431824,168.795609
14.597747,34.512486,114.970322,183.019989
98.741631,105.251587,204.103134,362.854919
143.067841,248.726425,201.804840,677.801270
43.973625,100.887932,145.989471,298.610413
288.456543,408.787964,534.654053,1007.659607
111.264809,178.977371,204.869049,390.268341
145.807053,149.086014,223.666092,505.189117
106.406975,141.845200,200.655365,433.884094
27.413046,98.666962,60.345757,167.058792
80.249847,187.417114,187.100037,363.056976
134.388397,83.074883,123.710587,345.118073
81.462082,109.683914,129.207245,356.454041
84.402306,83.747513,150.177689,402.924957
145.261734,148.284134,208.186813,431.754181
104.987007,124.044304,146.118378,320.145325
71.693810,130.803925,138.636871,284.439453
61.919056,119.392578,121.704674,329.699768
76.500137,67.335861,129.982834,284.166626
97.789574,159.703979,125.586472,339.644989
46.523060,95.472527,148.438324,261.548004
134.683044,144.503342,235.296356,386.915527
49.330669,117.208618,123.581200,289.144012
137.148438,208.096085,243.417389,526.581482
159.051132,215.006592,188.252167,429.490265
90.233810,129.481079,118.532692,297.385376
102.728355,155.205063,209.143494,347.008850
49.933506,67.349304,119.827583,225.504501
56.379799,82.522835,113.155945,352.475372
116.467415,140.136856,194.009476,316.210785
99.488678,110.973175,171.010803,338.901337
155.616623,188.133850,389.200073,617.160217
17.016956,70.142311,81.967896,220.614227
93.088020,151.683334,141.217743,251.133743
87.775764,126.997993,169.405899,354.094147
123.198158,126.839478,194.329132,437.410156
57.202526,57.187855,86.721375,252.642151
101.823067,69.872818,108.877052,287.848907
72.634888,104.467621,76.819565,304.664093
52.090778,62.135937,80.273979,231.560486
74.920166,127.680000,146.956238,352.003143
159.950134,205.276657,204.549911,533.193054
44.081367,81.125427,64.175941,257.028168
77.072906,134.008118,103.946098,283.143402
77.547371,100.863144,98.231575,275.224640
116.249191,228.423218,204.549911,483.123383
89.196243,133.144211,124.745628,381.144348
15.777903,60.204308,92.901863,126.143715
52.401199,72.735565,126.297867,285.871643
83.097488,87.106049,95.892288,234.586258
54.672592,120.737991,87.242073,255.589340
